"Note"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Illinois"	"17"	"Jul., 2022"	"2022/07"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	635	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2022"	"2022/07"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	150	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2022"	"2022/07"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	139	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2022"	"2022/07"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	485	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2022"	"2022/07"	"Falls (W00-W19)"	"GR113-118"	122	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2022"	"2022/07"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	19	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2022"	"2022/07"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	279	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2022"	"2022/07"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	61	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2022"	"2022/07"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	136	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2022"	"2022/07"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	59	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2022"	"2022/07"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	77	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2022"	"2022/07"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	143	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2022"	"2022/07"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	130	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2022"	"2022/07"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	13	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2022"	"2022/07"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	15	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2022"	"2022/07"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	14	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2022"	"2022/07"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	16	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2022"	"2022/07"	"#COVID-19 (U07.1)"	"GR113-137"	273	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	21	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#Septicemia (A40-A41)"	"GR113-010"	140	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	10	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	337	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	2013	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	38	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	58	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	38	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	173	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	87	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	183	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	11	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	456	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Malignant melanoma of skin (C43)"	"GR113-028"	24	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Malignant neoplasm of breast (C50)"	"GR113-029"	139	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	18	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	67	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	46	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	107	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	35	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	54	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	52	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	175	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	75	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Leukemia (C91-C95)"	"GR113-040"	65	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	33	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	252	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	43	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#Anemias (D50-D64)"	"GR113-045"	16	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	234	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	47	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Malnutrition (E40-E46)"	"GR113-048"	47	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#Parkinson disease (G20-G21)"	"GR113-051"	119	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#Alzheimer disease (G30)"	"GR113-052"	298	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	2895	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2154	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Hypertensive heart disease (I11)"	"GR113-056"	179	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	43	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	941	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	325	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	11	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	605	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	74	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	531	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Other heart diseases (I26-I51)"	"GR113-064"	986	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Heart failure (I50)"	"GR113-067"	396	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	581	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	116	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	540	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	78	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	34	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	44	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	18	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	122	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Pneumonia (J12-J18)"	"GR113-078"	121	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	381	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Emphysema (J43)"	"GR113-084"	23	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Asthma (J45-J46)"	"GR113-085"	13	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	343	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	65	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	128	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#Peptic ulcer (K25-K28)"	"GR113-090"	15	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	136	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Alcoholic liver disease (K70)"	"GR113-094"	64	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	72	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	15	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	216	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Renal failure (N17-N19)"	"GR113-100"	215	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	45	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	31	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	95	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"All other diseases (Residual) "	"GR113-111"	1190	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	616	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	104	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	93	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	512	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Falls (W00-W19)"	"GR113-118"	127	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	13	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	310	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	59	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	125	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	52	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	73	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	122	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	100	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	22	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	11	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	11	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	12	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	"#COVID-19 (U07.1)"	"GR113-137"	296	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	20	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"#Septicemia (A40-A41)"	"GR113-010"	136	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	278	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1928	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	38	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	55	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	32	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	173	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	92	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	151	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	12	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	453	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Malignant melanoma of skin (C43)"	"GR113-028"	19	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Malignant neoplasm of breast (C50)"	"GR113-029"	142	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	42	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	43	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	96	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	55	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	50	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	63	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	158	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	45	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Leukemia (C91-C95)"	"GR113-040"	68	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	42	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	250	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	48	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"#Anemias (D50-D64)"	"GR113-045"	18	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	251	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	49	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Malnutrition (E40-E46)"	"GR113-048"	47	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"#Parkinson disease (G20-G21)"	"GR113-051"	103	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"#Alzheimer disease (G30)"	"GR113-052"	292	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	2719	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2013	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	21	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Hypertensive heart disease (I11)"	"GR113-056"	178	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	39	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	877	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	325	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	17	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	535	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	63	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	472	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Other heart diseases (I26-I51)"	"GR113-064"	898	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Heart failure (I50)"	"GR113-067"	348	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	539	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	119	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	513	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	68	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	29	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	39	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	21	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	143	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Pneumonia (J12-J18)"	"GR113-078"	141	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	389	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Emphysema (J43)"	"GR113-084"	32	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Asthma (J45-J46)"	"GR113-085"	10	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	344	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	68	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	140	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	145	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	"Alcoholic liver disease (K70)"	"GR113-094"	78	Not Applicable	Not Applicable
