"Notes"	"Residence Census Region"	"Residence Census Region Code"	"Month"	"Month Code"	"UCD - ICD Chapter"	"UCD - ICD Chapter Code"	Deaths	Population	Crude Rate
	"Census Region 3: South"	"CENS-R3"	"Feb., 2021"	"2021/02"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	71	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Feb., 2021"	"2021/02"	"Diseases of the genitourinary system"	"N00-N98"	347	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Feb., 2021"	"2021/02"	"Certain conditions originating in the perinatal period"	"P00-P96"	36	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Feb., 2021"	"2021/02"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	32	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Feb., 2021"	"2021/02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	123	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Feb., 2021"	"2021/02"	"Codes for special purposes"	"U00-U99"	1889	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Feb., 2021"	"2021/02"	"External causes of morbidity and mortality"	"V01-Y89"	1298	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2021"	"2021/03"	"Certain infectious and parasitic diseases"	"A00-B99"	368	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2021"	"2021/03"	"Neoplasms"	"C00-D48"	2606	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2021"	"2021/03"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	64	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2021"	"2021/03"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	772	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2021"	"2021/03"	"Mental and behavioural disorders"	"F01-F99"	622	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2021"	"2021/03"	"Diseases of the nervous system"	"G00-G98"	908	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2021"	"2021/03"	"Diseases of the circulatory system"	"I00-I99"	4059	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2021"	"2021/03"	"Diseases of the respiratory system"	"J00-J98"	1050	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2021"	"2021/03"	"Diseases of the digestive system"	"K00-K92"	518	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2021"	"2021/03"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	20	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2021"	"2021/03"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	81	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2021"	"2021/03"	"Diseases of the genitourinary system"	"N00-N98"	383	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2021"	"2021/03"	"Certain conditions originating in the perinatal period"	"P00-P96"	43	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2021"	"2021/03"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	37	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2021"	"2021/03"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	128	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2021"	"2021/03"	"Codes for special purposes"	"U00-U99"	997	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2021"	"2021/03"	"External causes of morbidity and mortality"	"V01-Y89"	1553	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2021"	"2021/04"	"Certain infectious and parasitic diseases"	"A00-B99"	334	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2021"	"2021/04"	"Neoplasms"	"C00-D48"	2596	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2021"	"2021/04"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	41	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2021"	"2021/04"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	671	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2021"	"2021/04"	"Mental and behavioural disorders"	"F01-F99"	618	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2021"	"2021/04"	"Diseases of the nervous system"	"G00-G98"	826	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2021"	"2021/04"	"Diseases of the circulatory system"	"I00-I99"	3906	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2021"	"2021/04"	"Diseases of the respiratory system"	"J00-J98"	1017	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2021"	"2021/04"	"Diseases of the digestive system"	"K00-K92"	521	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2021"	"2021/04"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	25	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2021"	"2021/04"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	62	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2021"	"2021/04"	"Diseases of the genitourinary system"	"N00-N98"	328	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2021"	"2021/04"	"Certain conditions originating in the perinatal period"	"P00-P96"	41	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2021"	"2021/04"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	48	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2021"	"2021/04"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	98	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2021"	"2021/04"	"Codes for special purposes"	"U00-U99"	780	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2021"	"2021/04"	"External causes of morbidity and mortality"	"V01-Y89"	1523	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2021"	"2021/05"	"Certain infectious and parasitic diseases"	"A00-B99"	301	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2021"	"2021/05"	"Neoplasms"	"C00-D48"	2611	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2021"	"2021/05"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	53	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2021"	"2021/05"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	712	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2021"	"2021/05"	"Mental and behavioural disorders"	"F01-F99"	564	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2021"	"2021/05"	"Diseases of the nervous system"	"G00-G98"	848	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2021"	"2021/05"	"Diseases of the circulatory system"	"I00-I99"	3756	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2021"	"2021/05"	"Diseases of the respiratory system"	"J00-J98"	1053	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2021"	"2021/05"	"Diseases of the digestive system"	"K00-K92"	496	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2021"	"2021/05"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	26	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2021"	"2021/05"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	86	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2021"	"2021/05"	"Diseases of the genitourinary system"	"N00-N98"	373	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2021"	"2021/05"	"Certain conditions originating in the perinatal period"	"P00-P96"	37	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2021"	"2021/05"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	38	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2021"	"2021/05"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	106	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2021"	"2021/05"	"Codes for special purposes"	"U00-U99"	612	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2021"	"2021/05"	"External causes of morbidity and mortality"	"V01-Y89"	1577	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2021"	"2021/06"	"Certain infectious and parasitic diseases"	"A00-B99"	317	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2021"	"2021/06"	"Neoplasms"	"C00-D48"	2547	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2021"	"2021/06"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	49	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2021"	"2021/06"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	722	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2021"	"2021/06"	"Mental and behavioural disorders"	"F01-F99"	539	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2021"	"2021/06"	"Diseases of the nervous system"	"G00-G98"	810	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2021"	"2021/06"	"Diseases of the circulatory system"	"I00-I99"	3711	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2021"	"2021/06"	"Diseases of the respiratory system"	"J00-J98"	1016	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2021"	"2021/06"	"Diseases of the digestive system"	"K00-K92"	512	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2021"	"2021/06"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	18	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2021"	"2021/06"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	81	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2021"	"2021/06"	"Diseases of the genitourinary system"	"N00-N98"	331	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2021"	"2021/06"	"Certain conditions originating in the perinatal period"	"P00-P96"	44	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2021"	"2021/06"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	31	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2021"	"2021/06"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	115	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2021"	"2021/06"	"Codes for special purposes"	"U00-U99"	323	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2021"	"2021/06"	"External causes of morbidity and mortality"	"V01-Y89"	1570	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2021"	"2021/07"	"Certain infectious and parasitic diseases"	"A00-B99"	343	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2021"	"2021/07"	"Neoplasms"	"C00-D48"	2542	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2021"	"2021/07"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	60	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2021"	"2021/07"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	692	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2021"	"2021/07"	"Mental and behavioural disorders"	"F01-F99"	550	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2021"	"2021/07"	"Diseases of the nervous system"	"G00-G98"	876	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2021"	"2021/07"	"Diseases of the circulatory system"	"I00-I99"	3905	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2021"	"2021/07"	"Diseases of the respiratory system"	"J00-J98"	1058	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2021"	"2021/07"	"Diseases of the digestive system"	"K00-K92"	527	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2021"	"2021/07"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	30	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2021"	"2021/07"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	69	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2021"	"2021/07"	"Diseases of the genitourinary system"	"N00-N98"	342	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2021"	"2021/07"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	12	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2021"	"2021/07"	"Certain conditions originating in the perinatal period"	"P00-P96"	43	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2021"	"2021/07"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	41	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2021"	"2021/07"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	112	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2021"	"2021/07"	"Codes for special purposes"	"U00-U99"	538	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2021"	"2021/07"	"External causes of morbidity and mortality"	"V01-Y89"	1641	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2021"	"2021/08"	"Certain infectious and parasitic diseases"	"A00-B99"	334	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2021"	"2021/08"	"Neoplasms"	"C00-D48"	2614	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2021"	"2021/08"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	62	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2021"	"2021/08"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	765	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2021"	"2021/08"	"Mental and behavioural disorders"	"F01-F99"	549	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2021"	"2021/08"	"Diseases of the nervous system"	"G00-G98"	923	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2021"	"2021/08"	"Diseases of the circulatory system"	"I00-I99"	4045	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2021"	"2021/08"	"Diseases of the respiratory system"	"J00-J98"	1126	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2021"	"2021/08"	"Diseases of the digestive system"	"K00-K92"	570	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2021"	"2021/08"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	18	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2021"	"2021/08"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	79	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2021"	"2021/08"	"Diseases of the genitourinary system"	"N00-N98"	323	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2021"	"2021/08"	"Certain conditions originating in the perinatal period"	"P00-P96"	40	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2021"	"2021/08"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	47	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2021"	"2021/08"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	130	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2021"	"2021/08"	"Codes for special purposes"	"U00-U99"	2696	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2021"	"2021/08"	"External causes of morbidity and mortality"	"V01-Y89"	1537	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2021"	"2021/09"	"Certain infectious and parasitic diseases"	"A00-B99"	375	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2021"	"2021/09"	"Neoplasms"	"C00-D48"	2611	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2021"	"2021/09"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	50	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2021"	"2021/09"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	769	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2021"	"2021/09"	"Mental and behavioural disorders"	"F01-F99"	649	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2021"	"2021/09"	"Diseases of the nervous system"	"G00-G98"	941	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2021"	"2021/09"	"Diseases of the circulatory system"	"I00-I99"	3980	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2021"	"2021/09"	"Diseases of the respiratory system"	"J00-J98"	1004	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2021"	"2021/09"	"Diseases of the digestive system"	"K00-K92"	549	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2021"	"2021/09"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	24	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2021"	"2021/09"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	74	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2021"	"2021/09"	"Diseases of the genitourinary system"	"N00-N98"	396	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2021"	"2021/09"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	10	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2021"	"2021/09"	"Certain conditions originating in the perinatal period"	"P00-P96"	48	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2021"	"2021/09"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	44	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2021"	"2021/09"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	121	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2021"	"2021/09"	"Codes for special purposes"	"U00-U99"	3206	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2021"	"2021/09"	"External causes of morbidity and mortality"	"V01-Y89"	1587	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2021"	"2021/10"	"Certain infectious and parasitic diseases"	"A00-B99"	415	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2021"	"2021/10"	"Neoplasms"	"C00-D48"	2570	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2021"	"2021/10"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	64	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2021"	"2021/10"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	780	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2021"	"2021/10"	"Mental and behavioural disorders"	"F01-F99"	650	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2021"	"2021/10"	"Diseases of the nervous system"	"G00-G98"	910	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2021"	"2021/10"	"Diseases of the circulatory system"	"I00-I99"	4003	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2021"	"2021/10"	"Diseases of the respiratory system"	"J00-J98"	1086	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2021"	"2021/10"	"Diseases of the digestive system"	"K00-K92"	513	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2021"	"2021/10"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	27	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2021"	"2021/10"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	70	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2021"	"2021/10"	"Diseases of the genitourinary system"	"N00-N98"	356	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2021"	"2021/10"	"Certain conditions originating in the perinatal period"	"P00-P96"	45	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2021"	"2021/10"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	54	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2021"	"2021/10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	138	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2021"	"2021/10"	"Codes for special purposes"	"U00-U99"	1843	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2021"	"2021/10"	"External causes of morbidity and mortality"	"V01-Y89"	1531	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2021"	"2021/11"	"Certain infectious and parasitic diseases"	"A00-B99"	379	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2021"	"2021/11"	"Neoplasms"	"C00-D48"	2575	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2021"	"2021/11"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	46	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2021"	"2021/11"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	739	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2021"	"2021/11"	"Mental and behavioural disorders"	"F01-F99"	684	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2021"	"2021/11"	"Diseases of the nervous system"	"G00-G98"	983	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2021"	"2021/11"	"Diseases of the circulatory system"	"I00-I99"	4019	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2021"	"2021/11"	"Diseases of the respiratory system"	"J00-J98"	1078	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2021"	"2021/11"	"Diseases of the digestive system"	"K00-K92"	502	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2021"	"2021/11"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	31	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2021"	"2021/11"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	67	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2021"	"2021/11"	"Diseases of the genitourinary system"	"N00-N98"	361	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2021"	"2021/11"	"Certain conditions originating in the perinatal period"	"P00-P96"	41	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2021"	"2021/11"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	48	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2021"	"2021/11"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	150	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2021"	"2021/11"	"Codes for special purposes"	"U00-U99"	926	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2021"	"2021/11"	"External causes of morbidity and mortality"	"V01-Y89"	1440	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Dec., 2021"	"2021/12"	"Certain infectious and parasitic diseases"	"A00-B99"	404	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Dec., 2021"	"2021/12"	"Neoplasms"	"C00-D48"	2555	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Dec., 2021"	"2021/12"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	70	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Dec., 2021"	"2021/12"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	781	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Dec., 2021"	"2021/12"	"Mental and behavioural disorders"	"F01-F99"	694	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Dec., 2021"	"2021/12"	"Diseases of the nervous system"	"G00-G98"	987	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Dec., 2021"	"2021/12"	"Diseases of the circulatory system"	"I00-I99"	4322	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Dec., 2021"	"2021/12"	"Diseases of the respiratory system"	"J00-J98"	1241	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Dec., 2021"	"2021/12"	"Diseases of the digestive system"	"K00-K92"	553	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Dec., 2021"	"2021/12"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	24	Not Applicable	Not Applicable
