"Notes"	"Residence State"	"Residence State Code"	"UCD - ICD Chapter"	"UCD - ICD Chapter Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Kansas"	"20"	"External causes of morbidity and mortality"	"V01-Y89"	"May, 2023 (provisional)"	"2023/05"	242	Not Applicable	Not Applicable
	"Kansas"	"20"	"External causes of morbidity and mortality"	"V01-Y89"	"Jun., 2023 (provisional)"	"2023/06"	212	Not Applicable	Not Applicable
	"Kansas"	"20"	"External causes of morbidity and mortality"	"V01-Y89"	"Jul., 2023 (provisional)"	"2023/07"	231	Not Applicable	Not Applicable
	"Kansas"	"20"	"External causes of morbidity and mortality"	"V01-Y89"	"Aug., 2023 (provisional)"	"2023/08"	235	Not Applicable	Not Applicable
	"Kansas"	"20"	"External causes of morbidity and mortality"	"V01-Y89"	"Sep., 2023 (provisional)"	"2023/09"	243	Not Applicable	Not Applicable
	"Kansas"	"20"	"External causes of morbidity and mortality"	"V01-Y89"	"Oct., 2023 (provisional)"	"2023/10"	233	Not Applicable	Not Applicable
	"Kansas"	"20"	"External causes of morbidity and mortality"	"V01-Y89"	"Nov., 2023 (provisional)"	"2023/11"	188	Not Applicable	Not Applicable
	"Kansas"	"20"	"External causes of morbidity and mortality"	"V01-Y89"	"Dec., 2023 (provisional)"	"2023/12"	210	Not Applicable	Not Applicable
	"Kansas"	"20"	"External causes of morbidity and mortality"	"V01-Y89"	"Jan., 2024 (provisional)"	"2024/01"	226	Not Applicable	Not Applicable
	"Kansas"	"20"	"External causes of morbidity and mortality"	"V01-Y89"	"Feb., 2024 (provisional)"	"2024/02"	188	Not Applicable	Not Applicable
	"Kansas"	"20"	"External causes of morbidity and mortality"	"V01-Y89"	"Mar., 2024 (provisional)"	"2024/03"	222	Not Applicable	Not Applicable
	"Kansas"	"20"	"External causes of morbidity and mortality"	"V01-Y89"	"Apr., 2024 (provisional)"	"2024/04"	196	Not Applicable	Not Applicable
	"Kansas"	"20"	"External causes of morbidity and mortality"	"V01-Y89"	"May, 2024 (provisional)"	"2024/05"	79	Not Applicable	Not Applicable
	"Kansas"	"20"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	"May, 2024 (provisional)"	"2024/05"	130	Not Applicable	Not Applicable
	"Kansas"	"20"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	"Jun., 2024 (provisional)"	"2024/06"	200	Not Applicable	Not Applicable
	"Kansas"	"20"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	"Jul., 2024 (provisional)"	"2024/07"	218	Not Applicable	Not Applicable
	"Kansas"	"20"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	"Aug., 2024 (provisional)"	"2024/08"	178	Not Applicable	Not Applicable
	"Kansas"	"20"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	"Sep., 2024 (provisional)"	"2024/09"	141	Not Applicable	Not Applicable
	"Kansas"	"20"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	"Oct., 2024 (provisional)"	"2024/10"	51	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Jan., 2020"	"2020/01"	145	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Feb., 2020"	"2020/02"	116	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Mar., 2020"	"2020/03"	111	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Apr., 2020"	"2020/04"	142	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"May, 2020"	"2020/05"	115	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Jun., 2020"	"2020/06"	105	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Jul., 2020"	"2020/07"	116	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Aug., 2020"	"2020/08"	125	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Sep., 2020"	"2020/09"	101	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Oct., 2020"	"2020/10"	115	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Nov., 2020"	"2020/11"	115	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Dec., 2020"	"2020/12"	147	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Jan., 2021"	"2021/01"	118	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Feb., 2021"	"2021/02"	120	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Mar., 2021"	"2021/03"	112	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Apr., 2021"	"2021/04"	108	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"May, 2021"	"2021/05"	99	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Jun., 2021"	"2021/06"	110	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Jul., 2021"	"2021/07"	100	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Aug., 2021"	"2021/08"	105	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Sep., 2021"	"2021/09"	107	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Oct., 2021"	"2021/10"	136	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Nov., 2021"	"2021/11"	129	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Dec., 2021"	"2021/12"	119	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Jan., 2022"	"2022/01"	138	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Feb., 2022"	"2022/02"	113	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Mar., 2022"	"2022/03"	127	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Apr., 2022"	"2022/04"	121	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"May, 2022"	"2022/05"	104	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Jun., 2022"	"2022/06"	121	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Jul., 2022"	"2022/07"	102	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Aug., 2022"	"2022/08"	104	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Sep., 2022"	"2022/09"	102	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Oct., 2022"	"2022/10"	113	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Nov., 2022"	"2022/11"	140	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Dec., 2022"	"2022/12"	163	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Jan., 2023 (provisional)"	"2023/01"	140	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Feb., 2023 (provisional)"	"2023/02"	110	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Mar., 2023 (provisional)"	"2023/03"	126	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Apr., 2023 (provisional)"	"2023/04"	109	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"May, 2023 (provisional)"	"2023/05"	112	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Jun., 2023 (provisional)"	"2023/06"	110	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Jul., 2023 (provisional)"	"2023/07"	113	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Aug., 2023 (provisional)"	"2023/08"	108	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Sep., 2023 (provisional)"	"2023/09"	123	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Oct., 2023 (provisional)"	"2023/10"	108	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Nov., 2023 (provisional)"	"2023/11"	119	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Dec., 2023 (provisional)"	"2023/12"	132	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Jan., 2024 (provisional)"	"2024/01"	140	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Feb., 2024 (provisional)"	"2024/02"	118	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Mar., 2024 (provisional)"	"2024/03"	112	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Apr., 2024 (provisional)"	"2024/04"	115	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"May, 2024 (provisional)"	"2024/05"	108	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Jun., 2024 (provisional)"	"2024/06"	123	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Jul., 2024 (provisional)"	"2024/07"	108	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Aug., 2024 (provisional)"	"2024/08"	112	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Sep., 2024 (provisional)"	"2024/09"	71	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Certain infectious and parasitic diseases"	"A00-B99"	"Oct., 2024 (provisional)"	"2024/10"	64	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Jan., 2020"	"2020/01"	897	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Feb., 2020"	"2020/02"	859	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Mar., 2020"	"2020/03"	864	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Apr., 2020"	"2020/04"	790	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"May, 2020"	"2020/05"	865	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Jun., 2020"	"2020/06"	823	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Jul., 2020"	"2020/07"	858	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Aug., 2020"	"2020/08"	872	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Sep., 2020"	"2020/09"	836	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Oct., 2020"	"2020/10"	966	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Nov., 2020"	"2020/11"	833	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Dec., 2020"	"2020/12"	954	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Jan., 2021"	"2021/01"	905	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Feb., 2021"	"2021/02"	804	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Mar., 2021"	"2021/03"	914	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Apr., 2021"	"2021/04"	869	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"May, 2021"	"2021/05"	890	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Jun., 2021"	"2021/06"	895	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Jul., 2021"	"2021/07"	820	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Aug., 2021"	"2021/08"	868	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Sep., 2021"	"2021/09"	894	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Oct., 2021"	"2021/10"	845	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Nov., 2021"	"2021/11"	864	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Dec., 2021"	"2021/12"	894	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Jan., 2022"	"2022/01"	974	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Feb., 2022"	"2022/02"	792	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Mar., 2022"	"2022/03"	867	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Apr., 2022"	"2022/04"	852	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"May, 2022"	"2022/05"	869	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Jun., 2022"	"2022/06"	856	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Jul., 2022"	"2022/07"	863	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Aug., 2022"	"2022/08"	912	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Sep., 2022"	"2022/09"	855	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Oct., 2022"	"2022/10"	909	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Nov., 2022"	"2022/11"	878	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Dec., 2022"	"2022/12"	914	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Jan., 2023 (provisional)"	"2023/01"	915	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Feb., 2023 (provisional)"	"2023/02"	908	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Mar., 2023 (provisional)"	"2023/03"	903	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Apr., 2023 (provisional)"	"2023/04"	882	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"May, 2023 (provisional)"	"2023/05"	889	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Jun., 2023 (provisional)"	"2023/06"	928	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Jul., 2023 (provisional)"	"2023/07"	914	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Aug., 2023 (provisional)"	"2023/08"	892	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Sep., 2023 (provisional)"	"2023/09"	876	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Oct., 2023 (provisional)"	"2023/10"	908	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Nov., 2023 (provisional)"	"2023/11"	892	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Dec., 2023 (provisional)"	"2023/12"	925	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Jan., 2024 (provisional)"	"2024/01"	918	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Feb., 2024 (provisional)"	"2024/02"	907	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Mar., 2024 (provisional)"	"2024/03"	942	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Apr., 2024 (provisional)"	"2024/04"	820	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"May, 2024 (provisional)"	"2024/05"	861	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Jun., 2024 (provisional)"	"2024/06"	855	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Jul., 2024 (provisional)"	"2024/07"	943	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Aug., 2024 (provisional)"	"2024/08"	916	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Sep., 2024 (provisional)"	"2024/09"	860	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Oct., 2024 (provisional)"	"2024/10"	767	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Neoplasms"	"C00-D48"	"Nov., 2024 (provisional and partial)"	"2024/11"	18	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Jan., 2020"	"2020/01"	17	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Feb., 2020"	"2020/02"	17	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Mar., 2020"	"2020/03"	11	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Apr., 2020"	"2020/04"	15	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"May, 2020"	"2020/05"	14	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Jun., 2020"	"2020/06"	16	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Jul., 2020"	"2020/07"	23	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Aug., 2020"	"2020/08"	17	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Sep., 2020"	"2020/09"	23	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Oct., 2020"	"2020/10"	23	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Nov., 2020"	"2020/11"	15	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Dec., 2020"	"2020/12"	14	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Jan., 2021"	"2021/01"	28	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Feb., 2021"	"2021/02"	17	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Mar., 2021"	"2021/03"	16	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Apr., 2021"	"2021/04"	16	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"May, 2021"	"2021/05"	16	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Jun., 2021"	"2021/06"	22	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Jul., 2021"	"2021/07"	22	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Aug., 2021"	"2021/08"	19	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Sep., 2021"	"2021/09"	11	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Oct., 2021"	"2021/10"	16	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Nov., 2021"	"2021/11"	16	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Dec., 2021"	"2021/12"	24	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Jan., 2022"	"2022/01"	22	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Feb., 2022"	"2022/02"	16	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Mar., 2022"	"2022/03"	19	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Apr., 2022"	"2022/04"	13	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"May, 2022"	"2022/05"	14	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Jun., 2022"	"2022/06"	17	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Jul., 2022"	"2022/07"	16	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Aug., 2022"	"2022/08"	18	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Sep., 2022"	"2022/09"	15	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Oct., 2022"	"2022/10"	21	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Nov., 2022"	"2022/11"	20	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Dec., 2022"	"2022/12"	23	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Jan., 2023 (provisional)"	"2023/01"	21	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Feb., 2023 (provisional)"	"2023/02"	20	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Mar., 2023 (provisional)"	"2023/03"	18	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Apr., 2023 (provisional)"	"2023/04"	15	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"May, 2023 (provisional)"	"2023/05"	14	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Jun., 2023 (provisional)"	"2023/06"	21	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Jul., 2023 (provisional)"	"2023/07"	12	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Aug., 2023 (provisional)"	"2023/08"	18	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Sep., 2023 (provisional)"	"2023/09"	11	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Oct., 2023 (provisional)"	"2023/10"	24	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Nov., 2023 (provisional)"	"2023/11"	21	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Dec., 2023 (provisional)"	"2023/12"	19	Not Applicable	Not Applicable
