"Notes"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	"UCD - Injury Intent"	"UCD - Injury Intent Code"	Deaths	Population	Crude Rate
	"Kansas"	"20"	"Sep., 2020"	"2020/09"	"Homicide"	"3"	16	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2020"	"2020/09"	"Non-Injury, no intent classified"	"9"	2330	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2020"	"2020/10"	"Unintentional"	"1"	134	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2020"	"2020/10"	"Suicide"	"2"	43	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2020"	"2020/10"	"Homicide"	"3"	23	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2020"	"2020/10"	"Non-Injury, no intent classified"	"9"	2657	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2020"	"2020/11"	"Unintentional"	"1"	135	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2020"	"2020/11"	"Suicide"	"2"	45	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2020"	"2020/11"	"Homicide"	"3"	16	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2020"	"2020/11"	"Non-Injury, no intent classified"	"9"	3104	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2020"	"2020/12"	"Unintentional"	"1"	145	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2020"	"2020/12"	"Suicide"	"2"	48	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2020"	"2020/12"	"Homicide"	"3"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2020"	"2020/12"	"Non-Injury, no intent classified"	"9"	3777	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2021"	"2021/01"	"Unintentional"	"1"	160	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2021"	"2021/01"	"Suicide"	"2"	39	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2021"	"2021/01"	"Homicide"	"3"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2021"	"2021/01"	"Non-Injury, no intent classified"	"9"	3105	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2021"	"2021/02"	"Unintentional"	"1"	129	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2021"	"2021/02"	"Suicide"	"2"	44	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2021"	"2021/02"	"Homicide"	"3"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2021"	"2021/02"	"Non-Injury, no intent classified"	"9"	2288	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2021"	"2021/03"	"Unintentional"	"1"	155	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2021"	"2021/03"	"Suicide"	"2"	50	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2021"	"2021/03"	"Homicide"	"3"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2021"	"2021/03"	"Non-Injury, no intent classified"	"9"	2216	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2021"	"2021/04"	"Unintentional"	"1"	159	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2021"	"2021/04"	"Suicide"	"2"	42	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2021"	"2021/04"	"Homicide"	"3"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2021"	"2021/04"	"Non-Injury, no intent classified"	"9"	2043	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2021"	"2021/05"	"Unintentional"	"1"	146	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2021"	"2021/05"	"Suicide"	"2"	46	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2021"	"2021/05"	"Homicide"	"3"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2021"	"2021/05"	"Non-Injury, no intent classified"	"9"	2134	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2021"	"2021/06"	"Unintentional"	"1"	163	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2021"	"2021/06"	"Suicide"	"2"	45	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2021"	"2021/06"	"Homicide"	"3"	12	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2021"	"2021/06"	"Non-Injury, no intent classified"	"9"	2070	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2021"	"2021/07"	"Unintentional"	"1"	188	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2021"	"2021/07"	"Suicide"	"2"	49	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2021"	"2021/07"	"Homicide"	"3"	17	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2021"	"2021/07"	"Non-Injury, no intent classified"	"9"	2182	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2021"	"2021/08"	"Unintentional"	"1"	187	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2021"	"2021/08"	"Suicide"	"2"	55	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2021"	"2021/08"	"Homicide"	"3"	16	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2021"	"2021/08"	"Non-Injury, no intent classified"	"9"	2497	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2021"	"2021/09"	"Unintentional"	"1"	174	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2021"	"2021/09"	"Suicide"	"2"	53	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2021"	"2021/09"	"Homicide"	"3"	21	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2021"	"2021/09"	"Non-Injury, no intent classified"	"9"	2623	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2021"	"2021/10"	"Unintentional"	"1"	164	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2021"	"2021/10"	"Suicide"	"2"	51	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2021"	"2021/10"	"Homicide"	"3"	18	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2021"	"2021/10"	"Non-Injury, no intent classified"	"9"	2552	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2021"	"2021/11"	"Unintentional"	"1"	173	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2021"	"2021/11"	"Suicide"	"2"	50	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2021"	"2021/11"	"Homicide"	"3"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2021"	"2021/11"	"Non-Injury, no intent classified"	"9"	2528	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2021"	"2021/12"	"Unintentional"	"1"	165	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2021"	"2021/12"	"Suicide"	"2"	36	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2021"	"2021/12"	"Homicide"	"3"	12	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2021"	"2021/12"	"Non-Injury, no intent classified"	"9"	3051	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2022"	"2022/01"	"Unintentional"	"1"	173	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2022"	"2022/01"	"Suicide"	"2"	51	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2022"	"2022/01"	"Homicide"	"3"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2022"	"2022/01"	"Non-Injury, no intent classified"	"9"	3567	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2022"	"2022/02"	"Unintentional"	"1"	135	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2022"	"2022/02"	"Suicide"	"2"	58	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2022"	"2022/02"	"Homicide"	"3"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2022"	"2022/02"	"Non-Injury, no intent classified"	"9"	2616	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2022"	"2022/03"	"Unintentional"	"1"	188	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2022"	"2022/03"	"Suicide"	"2"	50	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2022"	"2022/03"	"Homicide"	"3"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2022"	"2022/03"	"Non-Injury, no intent classified"	"9"	2417	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2022"	"2022/04"	"Unintentional"	"1"	150	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2022"	"2022/04"	"Suicide"	"2"	41	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2022"	"2022/04"	"Homicide"	"3"	16	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2022"	"2022/04"	"Non-Injury, no intent classified"	"9"	2078	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2022"	"2022/05"	"Unintentional"	"1"	165	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2022"	"2022/05"	"Suicide"	"2"	56	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2022"	"2022/05"	"Homicide"	"3"	22	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2022"	"2022/05"	"Non-Injury, no intent classified"	"9"	2164	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2022"	"2022/06"	"Unintentional"	"1"	165	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2022"	"2022/06"	"Suicide"	"2"	45	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2022"	"2022/06"	"Homicide"	"3"	12	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2022"	"2022/06"	"Non-Injury, no intent classified"	"9"	2056	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2022"	"2022/07"	"Unintentional"	"1"	174	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2022"	"2022/07"	"Suicide"	"2"	52	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2022"	"2022/07"	"Homicide"	"3"	16	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2022"	"2022/07"	"Non-Injury, no intent classified"	"9"	2161	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2022"	"2022/08"	"Unintentional"	"1"	156	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2022"	"2022/08"	"Suicide"	"2"	59	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2022"	"2022/08"	"Homicide"	"3"	12	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2022"	"2022/08"	"Non-Injury, no intent classified"	"9"	2243	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2022"	"2022/09"	"Unintentional"	"1"	174	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2022"	"2022/09"	"Suicide"	"2"	56	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2022"	"2022/09"	"Homicide"	"3"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2022"	"2022/09"	"Non-Injury, no intent classified"	"9"	2134	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2022"	"2022/10"	"Unintentional"	"1"	170	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2022"	"2022/10"	"Suicide"	"2"	42	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2022"	"2022/10"	"Homicide"	"3"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2022"	"2022/10"	"Non-Injury, no intent classified"	"9"	2292	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2022"	"2022/11"	"Unintentional"	"1"	179	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2022"	"2022/11"	"Suicide"	"2"	34	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2022"	"2022/11"	"Non-Injury, no intent classified"	"9"	2315	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2022"	"2022/12"	"Unintentional"	"1"	166	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2022"	"2022/12"	"Suicide"	"2"	52	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2022"	"2022/12"	"Non-Injury, no intent classified"	"9"	2697	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2023 (provisional)"	"2023/01"	"Unintentional"	"1"	178	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2023 (provisional)"	"2023/01"	"Suicide"	"2"	46	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2023 (provisional)"	"2023/01"	"Homicide"	"3"	24	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2023 (provisional)"	"2023/01"	"Non-Injury, no intent classified"	"9"	2524	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2023 (provisional)"	"2023/02"	"Unintentional"	"1"	127	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2023 (provisional)"	"2023/02"	"Suicide"	"2"	40	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2023 (provisional)"	"2023/02"	"Non-Injury, no intent classified"	"9"	2223	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2023 (provisional)"	"2023/03"	"Unintentional"	"1"	164	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2023 (provisional)"	"2023/03"	"Suicide"	"2"	54	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2023 (provisional)"	"2023/03"	"Homicide"	"3"	16	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2023 (provisional)"	"2023/03"	"Non-Injury, no intent classified"	"9"	2445	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2023 (provisional)"	"2023/04"	"Unintentional"	"1"	156	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2023 (provisional)"	"2023/04"	"Suicide"	"2"	40	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2023 (provisional)"	"2023/04"	"Homicide"	"3"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2023 (provisional)"	"2023/04"	"Non-Injury, no intent classified"	"9"	2274	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2023 (provisional)"	"2023/05"	"Unintentional"	"1"	161	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2023 (provisional)"	"2023/05"	"Suicide"	"2"	53	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2023 (provisional)"	"2023/05"	"Homicide"	"3"	18	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2023 (provisional)"	"2023/05"	"Non-Injury, no intent classified"	"9"	2125	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2023 (provisional)"	"2023/06"	"Unintentional"	"1"	143	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2023 (provisional)"	"2023/06"	"Suicide"	"2"	44	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2023 (provisional)"	"2023/06"	"Homicide"	"3"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2023 (provisional)"	"2023/06"	"Non-Injury, no intent classified"	"9"	2030	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2023 (provisional)"	"2023/07"	"Unintentional"	"1"	152	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2023 (provisional)"	"2023/07"	"Suicide"	"2"	50	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2023 (provisional)"	"2023/07"	"Homicide"	"3"	21	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2023 (provisional)"	"2023/07"	"Non-Injury, no intent classified"	"9"	2018	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2023 (provisional)"	"2023/08"	"Unintentional"	"1"	149	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2023 (provisional)"	"2023/08"	"Suicide"	"2"	62	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2023 (provisional)"	"2023/08"	"Homicide"	"3"	18	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2023 (provisional)"	"2023/08"	"Non-Injury, no intent classified"	"9"	2044	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2023 (provisional)"	"2023/09"	"Unintentional"	"1"	168	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2023 (provisional)"	"2023/09"	"Suicide"	"2"	51	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2023 (provisional)"	"2023/09"	"Homicide"	"3"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2023 (provisional)"	"2023/09"	"Non-Injury, no intent classified"	"9"	2124	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2023 (provisional)"	"2023/10"	"Unintentional"	"1"	158	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2023 (provisional)"	"2023/10"	"Suicide"	"2"	48	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2023 (provisional)"	"2023/10"	"Homicide"	"3"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2023 (provisional)"	"2023/10"	"Non-Injury, no intent classified"	"9"	2175	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2023 (provisional)"	"2023/11"	"Unintentional"	"1"	133	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2023 (provisional)"	"2023/11"	"Suicide"	"2"	39	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2023 (provisional)"	"2023/11"	"Homicide"	"3"	10	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2023 (provisional)"	"2023/11"	"Non-Injury, no intent classified"	"9"	2228	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2023 (provisional)"	"2023/12"	"Unintentional"	"1"	154	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2023 (provisional)"	"2023/12"	"Suicide"	"2"	42	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2023 (provisional)"	"2023/12"	"Non-Injury, no intent classified"	"9"	2415	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2024 (provisional)"	"2024/01"	"Unintentional"	"1"	155	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2024 (provisional)"	"2024/01"	"Suicide"	"2"	48	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2024 (provisional)"	"2024/01"	"Homicide"	"3"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2024 (provisional)"	"2024/01"	"Non-Injury, no intent classified"	"9"	2569	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2024 (provisional)"	"2024/02"	"Unintentional"	"1"	123	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2024 (provisional)"	"2024/02"	"Suicide"	"2"	38	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2024 (provisional)"	"2024/02"	"Homicide"	"3"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2024 (provisional)"	"2024/02"	"Non-Injury, no intent classified"	"9"	2299	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2024 (provisional)"	"2024/03"	"Unintentional"	"1"	150	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2024 (provisional)"	"2024/03"	"Suicide"	"2"	50	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2024 (provisional)"	"2024/03"	"Homicide"	"3"	12	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2024 (provisional)"	"2024/03"	"Non-Injury, no intent classified"	"9"	2353	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Unintentional"	"1"	143	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Suicide"	"2"	38	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Homicide"	"3"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Non-Injury, no intent classified"	"9"	2109	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Unintentional"	"1"	47	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Suicide"	"2"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Non-Injury, no intent classified"	"9"	2201	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Non-Injury, no intent classified"	"9"	2279	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2024 (provisional)"	"2024/07"	"Non-Injury, no intent classified"	"9"	2299	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2024 (provisional)"	"2024/08"	"Non-Injury, no intent classified"	"9"	2323	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2024 (provisional)"	"2024/09"	"Non-Injury, no intent classified"	"9"	2295	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2024 (provisional)"	"2024/10"	"Non-Injury, no intent classified"	"9"	2200	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2024 (provisional and partial)"	"2024/11"	"Non-Injury, no intent classified"	"9"	78	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2020"	"2020/01"	"Unintentional"	"1"	273	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2020"	"2020/01"	"Suicide"	"2"	73	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2020"	"2020/01"	"Homicide"	"3"	22	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2020"	"2020/01"	"Non-Injury, no intent classified"	"9"	4171	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2020"	"2020/02"	"Unintentional"	"1"	289	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2020"	"2020/02"	"Suicide"	"2"	67	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2020"	"2020/02"	"Homicide"	"3"	17	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2020"	"2020/02"	"Non-Injury, no intent classified"	"9"	3724	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2020"	"2020/03"	"Unintentional"	"1"	293	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2020"	"2020/03"	"Suicide"	"2"	56	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2020"	"2020/03"	"Homicide"	"3"	28	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2020"	"2020/03"	"Non-Injury, no intent classified"	"9"	3965	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2020"	"2020/04"	"Unintentional"	"1"	308	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2020"	"2020/04"	"Suicide"	"2"	59	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2020"	"2020/04"	"Homicide"	"3"	29	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2020"	"2020/04"	"Non-Injury, no intent classified"	"9"	3894	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2020"	"2020/05"	"Unintentional"	"1"	400	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2020"	"2020/05"	"Suicide"	"2"	59	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2020"	"2020/05"	"Homicide"	"3"	28	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2020"	"2020/05"	"Non-Injury, no intent classified"	"9"	3932	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2020"	"2020/06"	"Unintentional"	"1"	334	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2020"	"2020/06"	"Suicide"	"2"	73	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2020"	"2020/06"	"Homicide"	"3"	29	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2020"	"2020/06"	"Non-Injury, no intent classified"	"9"	3684	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2020"	"2020/07"	"Unintentional"	"1"	358	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2020"	"2020/07"	"Suicide"	"2"	66	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2020"	"2020/07"	"Homicide"	"3"	43	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2020"	"2020/07"	"Non-Injury, no intent classified"	"9"	3988	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2020"	"2020/08"	"Unintentional"	"1"	355	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2020"	"2020/08"	"Suicide"	"2"	76	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2020"	"2020/08"	"Homicide"	"3"	47	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2020"	"2020/08"	"Non-Injury, no intent classified"	"9"	4082	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2020"	"2020/09"	"Unintentional"	"1"	300	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2020"	"2020/09"	"Suicide"	"2"	66	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2020"	"2020/09"	"Homicide"	"3"	41	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2020"	"2020/09"	"Non-Injury, no intent classified"	"9"	4003	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2020"	"2020/10"	"Unintentional"	"1"	349	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2020"	"2020/10"	"Suicide"	"2"	72	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2020"	"2020/10"	"Homicide"	"3"	39	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2020"	"2020/10"	"Non-Injury, no intent classified"	"9"	4487	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2020"	"2020/11"	"Unintentional"	"1"	319	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2020"	"2020/11"	"Suicide"	"2"	74	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2020"	"2020/11"	"Homicide"	"3"	34	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2020"	"2020/11"	"Non-Injury, no intent classified"	"9"	4916	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2020"	"2020/12"	"Unintentional"	"1"	372	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2020"	"2020/12"	"Suicide"	"2"	60	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2020"	"2020/12"	"Homicide"	"3"	47	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2020"	"2020/12"	"Non-Injury, no intent classified"	"9"	5794	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2021"	"2021/01"	"Unintentional"	"1"	339	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2021"	"2021/01"	"Suicide"	"2"	71	Not Applicable	Not Applicable
