"Notes"	"Residence State"	"Residence State Code"	"Place of Death"	"Place of Death Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Iowa"	"19"	"Hospice facility"	"5"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	213	Not Applicable	Not Applicable
	"Iowa"	"19"	"Hospice facility"	"5"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	45	Not Applicable	Not Applicable
	"Iowa"	"19"	"Hospice facility"	"5"	"#COVID-19 (U07.1)"	"GR113-137"	255	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nursing home/long term care"	"6"	"#Septicemia (A40-A41)"	"GR113-010"	185	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nursing home/long term care"	"6"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	5380	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nursing home/long term care"	"6"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1322	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nursing home/long term care"	"6"	"#Alzheimer disease (G30)"	"GR113-052"	4624	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nursing home/long term care"	"6"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	9373	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nursing home/long term care"	"6"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	2225	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nursing home/long term care"	"6"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	466	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nursing home/long term care"	"6"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2129	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nursing home/long term care"	"6"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	509	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nursing home/long term care"	"6"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	683	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nursing home/long term care"	"6"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	823	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nursing home/long term care"	"6"	"#COVID-19 (U07.1)"	"GR113-137"	3099	Not Applicable	Not Applicable
	"Iowa"	"19"	"Other"	"7"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	558	Not Applicable	Not Applicable
	"Iowa"	"19"	"Other"	"7"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	147	Not Applicable	Not Applicable
	"Iowa"	"19"	"Other"	"7"	"#Alzheimer disease (G30)"	"GR113-052"	287	Not Applicable	Not Applicable
	"Iowa"	"19"	"Other"	"7"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	1650	Not Applicable	Not Applicable
	"Iowa"	"19"	"Other"	"7"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	129	Not Applicable	Not Applicable
	"Iowa"	"19"	"Other"	"7"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	31	Not Applicable	Not Applicable
	"Iowa"	"19"	"Other"	"7"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	189	Not Applicable	Not Applicable
	"Iowa"	"19"	"Other"	"7"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	48	Not Applicable	Not Applicable
	"Iowa"	"19"	"Other"	"7"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	53	Not Applicable	Not Applicable
	"Iowa"	"19"	"Other"	"7"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	126	Not Applicable	Not Applicable
	"Iowa"	"19"	"Other"	"7"	"#COVID-19 (U07.1)"	"GR113-137"	96	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medical Facility - Inpatient"	"1"	"#Septicemia (A40-A41)"	"GR113-010"	1201	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medical Facility - Inpatient"	"1"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	5820	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medical Facility - Inpatient"	"1"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	745	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medical Facility - Inpatient"	"1"	"#Alzheimer disease (G30)"	"GR113-052"	142	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medical Facility - Inpatient"	"1"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	6712	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medical Facility - Inpatient"	"1"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	2221	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medical Facility - Inpatient"	"1"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	1431	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medical Facility - Inpatient"	"1"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1678	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medical Facility - Inpatient"	"1"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	932	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medical Facility - Inpatient"	"1"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	1200	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medical Facility - Inpatient"	"1"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	317	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medical Facility - Inpatient"	"1"	"#COVID-19 (U07.1)"	"GR113-137"	6259	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medical Facility - Outpatient or ER"	"2"	"#Septicemia (A40-A41)"	"GR113-010"	57	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medical Facility - Outpatient or ER"	"2"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	375	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medical Facility - Outpatient or ER"	"2"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	338	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medical Facility - Outpatient or ER"	"2"	"#Alzheimer disease (G30)"	"GR113-052"	21	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medical Facility - Outpatient or ER"	"2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2130	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medical Facility - Outpatient or ER"	"2"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	152	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medical Facility - Outpatient or ER"	"2"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	76	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medical Facility - Outpatient or ER"	"2"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	287	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medical Facility - Outpatient or ER"	"2"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	81	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medical Facility - Outpatient or ER"	"2"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	86	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medical Facility - Outpatient or ER"	"2"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	118	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medical Facility - Outpatient or ER"	"2"	"#COVID-19 (U07.1)"	"GR113-137"	262	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medical Facility - Dead on Arrival"	"3"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	23	Not Applicable	Not Applicable
	"Kansas"	"20"	"Decedent's home"	"4"	"#Septicemia (A40-A41)"	"GR113-010"	87	Not Applicable	Not Applicable
	"Kansas"	"20"	"Decedent's home"	"4"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11899	Not Applicable	Not Applicable
	"Kansas"	"20"	"Decedent's home"	"4"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2144	Not Applicable	Not Applicable
	"Kansas"	"20"	"Decedent's home"	"4"	"#Alzheimer disease (G30)"	"GR113-052"	980	Not Applicable	Not Applicable
	"Kansas"	"20"	"Decedent's home"	"4"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	11114	Not Applicable	Not Applicable
	"Kansas"	"20"	"Decedent's home"	"4"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1124	Not Applicable	Not Applicable
	"Kansas"	"20"	"Decedent's home"	"4"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	193	Not Applicable	Not Applicable
	"Kansas"	"20"	"Decedent's home"	"4"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3017	Not Applicable	Not Applicable
	"Kansas"	"20"	"Decedent's home"	"4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	610	Not Applicable	Not Applicable
	"Kansas"	"20"	"Decedent's home"	"4"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	546	Not Applicable	Not Applicable
	"Kansas"	"20"	"Decedent's home"	"4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	723	Not Applicable	Not Applicable
	"Kansas"	"20"	"Decedent's home"	"4"	"#COVID-19 (U07.1)"	"GR113-137"	822	Not Applicable	Not Applicable
	"Kansas"	"20"	"Hospice facility"	"5"	"#Septicemia (A40-A41)"	"GR113-010"	104	Not Applicable	Not Applicable
	"Kansas"	"20"	"Hospice facility"	"5"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	3400	Not Applicable	Not Applicable
	"Kansas"	"20"	"Hospice facility"	"5"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	170	Not Applicable	Not Applicable
	"Kansas"	"20"	"Hospice facility"	"5"	"#Alzheimer disease (G30)"	"GR113-052"	180	Not Applicable	Not Applicable
	"Kansas"	"20"	"Hospice facility"	"5"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	1262	Not Applicable	Not Applicable
	"Kansas"	"20"	"Hospice facility"	"5"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	850	Not Applicable	Not Applicable
	"Kansas"	"20"	"Hospice facility"	"5"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	145	Not Applicable	Not Applicable
	"Kansas"	"20"	"Hospice facility"	"5"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	460	Not Applicable	Not Applicable
	"Kansas"	"20"	"Hospice facility"	"5"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	132	Not Applicable	Not Applicable
	"Kansas"	"20"	"Hospice facility"	"5"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	237	Not Applicable	Not Applicable
	"Kansas"	"20"	"Hospice facility"	"5"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	30	Not Applicable	Not Applicable
	"Kansas"	"20"	"Hospice facility"	"5"	"#COVID-19 (U07.1)"	"GR113-137"	284	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nursing home/long term care"	"6"	"#Septicemia (A40-A41)"	"GR113-010"	108	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nursing home/long term care"	"6"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4370	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nursing home/long term care"	"6"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	979	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nursing home/long term care"	"6"	"#Alzheimer disease (G30)"	"GR113-052"	2775	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nursing home/long term care"	"6"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	7614	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nursing home/long term care"	"6"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	2024	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nursing home/long term care"	"6"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	317	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nursing home/long term care"	"6"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1999	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nursing home/long term care"	"6"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	368	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nursing home/long term care"	"6"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	625	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nursing home/long term care"	"6"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	436	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nursing home/long term care"	"6"	"#COVID-19 (U07.1)"	"GR113-137"	2024	Not Applicable	Not Applicable
	"Kansas"	"20"	"Other"	"7"	"#Septicemia (A40-A41)"	"GR113-010"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"Other"	"7"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	960	Not Applicable	Not Applicable
	"Kansas"	"20"	"Other"	"7"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	158	Not Applicable	Not Applicable
	"Kansas"	"20"	"Other"	"7"	"#Alzheimer disease (G30)"	"GR113-052"	162	Not Applicable	Not Applicable
	"Kansas"	"20"	"Other"	"7"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	1265	Not Applicable	Not Applicable
	"Kansas"	"20"	"Other"	"7"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	170	Not Applicable	Not Applicable
	"Kansas"	"20"	"Other"	"7"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	27	Not Applicable	Not Applicable
	"Kansas"	"20"	"Other"	"7"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	236	Not Applicable	Not Applicable
	"Kansas"	"20"	"Other"	"7"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	62	Not Applicable	Not Applicable
	"Kansas"	"20"	"Other"	"7"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	65	Not Applicable	Not Applicable
	"Kansas"	"20"	"Other"	"7"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	162	Not Applicable	Not Applicable
	"Kansas"	"20"	"Other"	"7"	"#COVID-19 (U07.1)"	"GR113-137"	118	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medical Facility - Inpatient"	"1"	"#Septicemia (A40-A41)"	"GR113-010"	3777	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medical Facility - Inpatient"	"1"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	12805	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medical Facility - Inpatient"	"1"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2263	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medical Facility - Inpatient"	"1"	"#Alzheimer disease (G30)"	"GR113-052"	541	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medical Facility - Inpatient"	"1"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	13419	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medical Facility - Inpatient"	"1"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	4795	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medical Facility - Inpatient"	"1"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	2952	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medical Facility - Inpatient"	"1"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3927	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medical Facility - Inpatient"	"1"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	2296	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medical Facility - Inpatient"	"1"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	3207	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medical Facility - Inpatient"	"1"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1091	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medical Facility - Inpatient"	"1"	"#COVID-19 (U07.1)"	"GR113-137"	12468	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medical Facility - Outpatient or ER"	"2"	"#Septicemia (A40-A41)"	"GR113-010"	251	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medical Facility - Outpatient or ER"	"2"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	981	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medical Facility - Outpatient or ER"	"2"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	928	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medical Facility - Outpatient or ER"	"2"	"#Alzheimer disease (G30)"	"GR113-052"	29	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medical Facility - Outpatient or ER"	"2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	8077	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medical Facility - Outpatient or ER"	"2"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	302	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medical Facility - Outpatient or ER"	"2"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	175	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medical Facility - Outpatient or ER"	"2"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1071	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medical Facility - Outpatient or ER"	"2"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	227	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medical Facility - Outpatient or ER"	"2"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	230	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medical Facility - Outpatient or ER"	"2"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	373	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medical Facility - Outpatient or ER"	"2"	"#COVID-19 (U07.1)"	"GR113-137"	648	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medical Facility - Dead on Arrival"	"3"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	100	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medical Facility - Dead on Arrival"	"3"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	10	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medical Facility - Dead on Arrival"	"3"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	10	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Decedent's home"	"4"	"#Septicemia (A40-A41)"	"GR113-010"	155	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Decedent's home"	"4"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	23315	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Decedent's home"	"4"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	3013	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Decedent's home"	"4"	"#Alzheimer disease (G30)"	"GR113-052"	2756	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Decedent's home"	"4"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	22921	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Decedent's home"	"4"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	2425	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Decedent's home"	"4"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	238	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Decedent's home"	"4"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	6954	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Decedent's home"	"4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	855	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Decedent's home"	"4"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	892	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Decedent's home"	"4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	512	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Decedent's home"	"4"	"#COVID-19 (U07.1)"	"GR113-137"	1307	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Hospice facility"	"5"	"#Septicemia (A40-A41)"	"GR113-010"	254	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Hospice facility"	"5"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	6978	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Hospice facility"	"5"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	322	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Hospice facility"	"5"	"#Alzheimer disease (G30)"	"GR113-052"	740	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Hospice facility"	"5"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2382	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Hospice facility"	"5"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1465	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Hospice facility"	"5"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	190	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Hospice facility"	"5"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1349	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Hospice facility"	"5"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	372	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Hospice facility"	"5"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	406	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Hospice facility"	"5"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	73	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Hospice facility"	"5"	"#COVID-19 (U07.1)"	"GR113-137"	555	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nursing home/long term care"	"6"	"#Septicemia (A40-A41)"	"GR113-010"	176	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nursing home/long term care"	"6"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4189	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nursing home/long term care"	"6"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1137	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nursing home/long term care"	"6"	"#Alzheimer disease (G30)"	"GR113-052"	3271	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nursing home/long term care"	"6"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	6078	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nursing home/long term care"	"6"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1912	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nursing home/long term care"	"6"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	305	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nursing home/long term care"	"6"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2131	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nursing home/long term care"	"6"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	628	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nursing home/long term care"	"6"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	643	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nursing home/long term care"	"6"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1232	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nursing home/long term care"	"6"	"#COVID-19 (U07.1)"	"GR113-137"	2150	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Other"	"7"	"#Septicemia (A40-A41)"	"GR113-010"	16	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Other"	"7"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1697	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Other"	"7"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	187	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Other"	"7"	"#Alzheimer disease (G30)"	"GR113-052"	247	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Other"	"7"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	1814	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Other"	"7"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	252	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Other"	"7"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	17	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Other"	"7"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	433	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Other"	"7"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	44	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Other"	"7"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	68	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Other"	"7"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	113	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Other"	"7"	"#COVID-19 (U07.1)"	"GR113-137"	120	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Medical Facility - Inpatient"	"1"	"#Septicemia (A40-A41)"	"GR113-010"	3932	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Medical Facility - Inpatient"	"1"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	8628	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Medical Facility - Inpatient"	"1"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1752	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Medical Facility - Inpatient"	"1"	"#Alzheimer disease (G30)"	"GR113-052"	240	Not Applicable	Not Applicable
