"Notes"	"Residence Census Region"	"Residence Census Region Code"	"Month"	"Month Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2024 (provisional)"	"2024/01"	"#Alzheimer disease (G30)"	"GR113-052"	827	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2024 (provisional)"	"2024/01"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	5159	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2024 (provisional)"	"2024/01"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1322	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2024 (provisional)"	"2024/01"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	525	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2024 (provisional)"	"2024/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1257	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2024 (provisional)"	"2024/01"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	401	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2024 (provisional)"	"2024/01"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	478	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2024 (provisional)"	"2024/01"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	246	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2024 (provisional)"	"2024/01"	"#COVID-19 (U07.1)"	"GR113-137"	570	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2024 (provisional)"	"2024/02"	"#Septicemia (A40-A41)"	"GR113-010"	314	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2024 (provisional)"	"2024/02"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4033	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2024 (provisional)"	"2024/02"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	557	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2024 (provisional)"	"2024/02"	"#Alzheimer disease (G30)"	"GR113-052"	667	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2024 (provisional)"	"2024/02"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4565	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2024 (provisional)"	"2024/02"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1144	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2024 (provisional)"	"2024/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	412	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2024 (provisional)"	"2024/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1099	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2024 (provisional)"	"2024/02"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	328	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2024 (provisional)"	"2024/02"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	490	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2024 (provisional)"	"2024/02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	197	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2024 (provisional)"	"2024/02"	"#COVID-19 (U07.1)"	"GR113-137"	266	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2024 (provisional)"	"2024/03"	"#Septicemia (A40-A41)"	"GR113-010"	291	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2024 (provisional)"	"2024/03"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4171	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2024 (provisional)"	"2024/03"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	637	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2024 (provisional)"	"2024/03"	"#Alzheimer disease (G30)"	"GR113-052"	607	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2024 (provisional)"	"2024/03"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4725	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2024 (provisional)"	"2024/03"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1190	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2024 (provisional)"	"2024/03"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	398	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2024 (provisional)"	"2024/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1130	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2024 (provisional)"	"2024/03"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	356	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2024 (provisional)"	"2024/03"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	494	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2024 (provisional)"	"2024/03"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	191	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2024 (provisional)"	"2024/03"	"#COVID-19 (U07.1)"	"GR113-137"	188	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2024 (provisional)"	"2024/04"	"#Septicemia (A40-A41)"	"GR113-010"	279	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2024 (provisional)"	"2024/04"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	3856	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2024 (provisional)"	"2024/04"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	575	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2024 (provisional)"	"2024/04"	"#Alzheimer disease (G30)"	"GR113-052"	635	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2024 (provisional)"	"2024/04"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4377	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2024 (provisional)"	"2024/04"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1080	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2024 (provisional)"	"2024/04"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	329	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2024 (provisional)"	"2024/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1061	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2024 (provisional)"	"2024/04"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	345	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2024 (provisional)"	"2024/04"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	438	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2024 (provisional)"	"2024/04"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	214	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2024 (provisional)"	"2024/04"	"#COVID-19 (U07.1)"	"GR113-137"	101	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2024 (provisional)"	"2024/05"	"#Septicemia (A40-A41)"	"GR113-010"	235	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2024 (provisional)"	"2024/05"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4076	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2024 (provisional)"	"2024/05"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	541	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2024 (provisional)"	"2024/05"	"#Alzheimer disease (G30)"	"GR113-052"	623	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2024 (provisional)"	"2024/05"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4417	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2024 (provisional)"	"2024/05"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1094	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2024 (provisional)"	"2024/05"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	267	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2024 (provisional)"	"2024/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	967	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2024 (provisional)"	"2024/05"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	311	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2024 (provisional)"	"2024/05"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	427	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2024 (provisional)"	"2024/05"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	207	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2024 (provisional)"	"2024/05"	"#COVID-19 (U07.1)"	"GR113-137"	51	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2024 (provisional)"	"2024/06"	"#Septicemia (A40-A41)"	"GR113-010"	253	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2024 (provisional)"	"2024/06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	3859	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2024 (provisional)"	"2024/06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	557	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2024 (provisional)"	"2024/06"	"#Alzheimer disease (G30)"	"GR113-052"	638	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2024 (provisional)"	"2024/06"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4207	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2024 (provisional)"	"2024/06"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1028	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2024 (provisional)"	"2024/06"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	232	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2024 (provisional)"	"2024/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	988	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2024 (provisional)"	"2024/06"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	312	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2024 (provisional)"	"2024/06"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	433	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2024 (provisional)"	"2024/06"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	226	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2024 (provisional)"	"2024/06"	"#COVID-19 (U07.1)"	"GR113-137"	60	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2024 (provisional)"	"2024/07"	"#Septicemia (A40-A41)"	"GR113-010"	241	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2024 (provisional)"	"2024/07"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4206	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2024 (provisional)"	"2024/07"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	529	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2024 (provisional)"	"2024/07"	"#Alzheimer disease (G30)"	"GR113-052"	660	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2024 (provisional)"	"2024/07"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4199	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2024 (provisional)"	"2024/07"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	991	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2024 (provisional)"	"2024/07"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	229	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2024 (provisional)"	"2024/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	923	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2024 (provisional)"	"2024/07"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	315	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2024 (provisional)"	"2024/07"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	422	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2024 (provisional)"	"2024/07"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	252	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2024 (provisional)"	"2024/07"	"#COVID-19 (U07.1)"	"GR113-137"	111	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2024 (provisional)"	"2024/08"	"#Septicemia (A40-A41)"	"GR113-010"	267	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2024 (provisional)"	"2024/08"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4239	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2024 (provisional)"	"2024/08"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	537	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2024 (provisional)"	"2024/08"	"#Alzheimer disease (G30)"	"GR113-052"	628	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2024 (provisional)"	"2024/08"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4125	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2024 (provisional)"	"2024/08"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1047	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2024 (provisional)"	"2024/08"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	247	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2024 (provisional)"	"2024/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	917	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2024 (provisional)"	"2024/08"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	308	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2024 (provisional)"	"2024/08"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	420	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2024 (provisional)"	"2024/08"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	397	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2024 (provisional)"	"2024/08"	"#COVID-19 (U07.1)"	"GR113-137"	278	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2024 (provisional)"	"2024/09"	"#Septicemia (A40-A41)"	"GR113-010"	241	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2024 (provisional)"	"2024/09"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4090	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2024 (provisional)"	"2024/09"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	513	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2024 (provisional)"	"2024/09"	"#Alzheimer disease (G30)"	"GR113-052"	650	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2024 (provisional)"	"2024/09"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4004	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2024 (provisional)"	"2024/09"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1045	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2024 (provisional)"	"2024/09"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	256	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2024 (provisional)"	"2024/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	938	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2024 (provisional)"	"2024/09"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	305	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2024 (provisional)"	"2024/09"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	401	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2024 (provisional)"	"2024/09"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	640	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2024 (provisional)"	"2024/09"	"#COVID-19 (U07.1)"	"GR113-137"	284	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2024 (provisional)"	"2024/10"	"#Septicemia (A40-A41)"	"GR113-010"	239	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2024 (provisional)"	"2024/10"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	3850	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2024 (provisional)"	"2024/10"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	454	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2024 (provisional)"	"2024/10"	"#Alzheimer disease (G30)"	"GR113-052"	621	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2024 (provisional)"	"2024/10"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	3740	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2024 (provisional)"	"2024/10"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	979	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2024 (provisional)"	"2024/10"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	229	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2024 (provisional)"	"2024/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	870	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2024 (provisional)"	"2024/10"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	292	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2024 (provisional)"	"2024/10"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	404	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2024 (provisional)"	"2024/10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	943	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2024 (provisional)"	"2024/10"	"#COVID-19 (U07.1)"	"GR113-137"	162	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2024 (provisional and partial)"	"2024/11"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	114	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2024 (provisional and partial)"	"2024/11"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	15	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2024 (provisional and partial)"	"2024/11"	"#Alzheimer disease (G30)"	"GR113-052"	35	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2024 (provisional and partial)"	"2024/11"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	116	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2024 (provisional and partial)"	"2024/11"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	37	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2024 (provisional and partial)"	"2024/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	27	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2024 (provisional and partial)"	"2024/11"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	10	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2024 (provisional and partial)"	"2024/11"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	17	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2024 (provisional and partial)"	"2024/11"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	40	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jan., 2020"	"2020/01"	"#Septicemia (A40-A41)"	"GR113-010"	264	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jan., 2020"	"2020/01"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	2581	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jan., 2020"	"2020/01"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	428	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jan., 2020"	"2020/01"	"#Alzheimer disease (G30)"	"GR113-052"	441	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jan., 2020"	"2020/01"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	3120	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jan., 2020"	"2020/01"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	744	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jan., 2020"	"2020/01"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	324	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jan., 2020"	"2020/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	761	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jan., 2020"	"2020/01"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	224	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jan., 2020"	"2020/01"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	244	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jan., 2020"	"2020/01"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	142	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Feb., 2020"	"2020/02"	"#Septicemia (A40-A41)"	"GR113-010"	217	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Feb., 2020"	"2020/02"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	2432	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Feb., 2020"	"2020/02"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	417	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Feb., 2020"	"2020/02"	"#Alzheimer disease (G30)"	"GR113-052"	408	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Feb., 2020"	"2020/02"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2863	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Feb., 2020"	"2020/02"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	591	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Feb., 2020"	"2020/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	288	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Feb., 2020"	"2020/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	728	Not Applicable	Not Applicable
