"Notes"	"Residence Census Region"	"Residence Census Region Code"	"Residence State"	"Residence State Code"	"MCD - ICD Chapter"	"MCD - ICD Chapter Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	"2024 (provisional and partial)"	"2024"	331	779261	42.5
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Certain infectious and parasitic diseases"	"A00-B99"	"2018"	"2018"	727	882235	82.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Certain infectious and parasitic diseases"	"A00-B99"	"2019"	"2019"	796	884659	90.0
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Certain infectious and parasitic diseases"	"A00-B99"	"2020"	"2020"	906	892717	101.5
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Certain infectious and parasitic diseases"	"A00-B99"	"2021"	"2021"	954	895376	106.5
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Certain infectious and parasitic diseases"	"A00-B99"	"2022"	"2022"	839	909824	92.2
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Certain infectious and parasitic diseases"	"A00-B99"	"2023 (provisional)"	"2023"	798	909824	87.7
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Certain infectious and parasitic diseases"	"A00-B99"	"2024 (provisional and partial)"	"2024"	624	909824	68.6
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Neoplasms"	"C00-D48"	"2018"	"2018"	1941	882235	220.0
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Neoplasms"	"C00-D48"	"2019"	"2019"	2040	884659	230.6
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Neoplasms"	"C00-D48"	"2020"	"2020"	2145	892717	240.3
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Neoplasms"	"C00-D48"	"2021"	"2021"	2152	895376	240.3
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Neoplasms"	"C00-D48"	"2022"	"2022"	2078	909824	228.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Neoplasms"	"C00-D48"	"2023 (provisional)"	"2023"	2125	909824	233.6
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Neoplasms"	"C00-D48"	"2024 (provisional and partial)"	"2024"	1796	909824	197.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2018"	"2018"	373	882235	42.3
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2019"	"2019"	394	884659	44.5
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2020"	"2020"	464	892717	52.0
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2021"	"2021"	474	895376	52.9
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2022"	"2022"	430	909824	47.3
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2023 (provisional)"	"2023"	470	909824	51.7
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2024 (provisional and partial)"	"2024"	434	909824	47.7
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2018"	"2018"	1889	882235	214.1
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2019"	"2019"	2085	884659	235.7
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2020"	"2020"	2774	892717	310.7
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2021"	"2021"	2617	895376	292.3
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2022"	"2022"	2623	909824	288.3
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2023 (provisional)"	"2023"	2476	909824	272.1
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2024 (provisional and partial)"	"2024"	2169	909824	238.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Mental and behavioural disorders"	"F01-F99"	"2018"	"2018"	2260	882235	256.2
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Mental and behavioural disorders"	"F01-F99"	"2019"	"2019"	2350	884659	265.6
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Mental and behavioural disorders"	"F01-F99"	"2020"	"2020"	2689	892717	301.2
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Mental and behavioural disorders"	"F01-F99"	"2021"	"2021"	2405	895376	268.6
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Mental and behavioural disorders"	"F01-F99"	"2022"	"2022"	2430	909824	267.1
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Mental and behavioural disorders"	"F01-F99"	"2023 (provisional)"	"2023"	2408	909824	264.7
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Mental and behavioural disorders"	"F01-F99"	"2024 (provisional and partial)"	"2024"	2066	909824	227.1
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the nervous system"	"G00-G98"	"2018"	"2018"	1303	882235	147.7
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the nervous system"	"G00-G98"	"2019"	"2019"	1466	884659	165.7
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the nervous system"	"G00-G98"	"2020"	"2020"	1746	892717	195.6
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the nervous system"	"G00-G98"	"2021"	"2021"	1392	895376	155.5
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the nervous system"	"G00-G98"	"2022"	"2022"	1481	909824	162.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the nervous system"	"G00-G98"	"2023 (provisional)"	"2023"	1377	909824	151.3
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the nervous system"	"G00-G98"	"2024 (provisional and partial)"	"2024"	1268	909824	139.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the eye and adnexa"	"H00-H59"	"2018"	"2018"	11	882235	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the eye and adnexa"	"H00-H59"	"2019"	"2019"	16	884659	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the eye and adnexa"	"H00-H59"	"2020"	"2020"	21	892717	2.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the eye and adnexa"	"H00-H59"	"2021"	"2021"	14	895376	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the eye and adnexa"	"H00-H59"	"2022"	"2022"	10	909824	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the eye and adnexa"	"H00-H59"	"2023 (provisional)"	"2023"	17	909824	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the circulatory system"	"I00-I99"	"2018"	"2018"	4475	882235	507.2
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the circulatory system"	"I00-I99"	"2019"	"2019"	4663	884659	527.1
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the circulatory system"	"I00-I99"	"2020"	"2020"	5610	892717	628.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the circulatory system"	"I00-I99"	"2021"	"2021"	5204	895376	581.2
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the circulatory system"	"I00-I99"	"2022"	"2022"	5277	909824	580.0
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the circulatory system"	"I00-I99"	"2023 (provisional)"	"2023"	4993	909824	548.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the circulatory system"	"I00-I99"	"2024 (provisional and partial)"	"2024"	4165	909824	457.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the respiratory system"	"J00-J98"	"2018"	"2018"	2418	882235	274.1
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the respiratory system"	"J00-J98"	"2019"	"2019"	2493	884659	281.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the respiratory system"	"J00-J98"	"2020"	"2020"	3364	892717	376.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the respiratory system"	"J00-J98"	"2021"	"2021"	2955	895376	330.0
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the respiratory system"	"J00-J98"	"2022"	"2022"	2775	909824	305.0
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the respiratory system"	"J00-J98"	"2023 (provisional)"	"2023"	2592	909824	284.9
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the respiratory system"	"J00-J98"	"2024 (provisional and partial)"	"2024"	2127	909824	233.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the digestive system"	"K00-K92"	"2018"	"2018"	792	882235	89.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the digestive system"	"K00-K92"	"2019"	"2019"	841	884659	95.1
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the digestive system"	"K00-K92"	"2020"	"2020"	1050	892717	117.6
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the digestive system"	"K00-K92"	"2021"	"2021"	1165	895376	130.1
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the digestive system"	"K00-K92"	"2022"	"2022"	1129	909824	124.1
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the digestive system"	"K00-K92"	"2023 (provisional)"	"2023"	1046	909824	115.0
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the digestive system"	"K00-K92"	"2024 (provisional and partial)"	"2024"	891	909824	97.9
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2018"	"2018"	101	882235	11.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2019"	"2019"	100	884659	11.3
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2020"	"2020"	127	892717	14.2
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2021"	"2021"	148	895376	16.5
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2022"	"2022"	144	909824	15.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2023 (provisional)"	"2023"	136	909824	14.9
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2024 (provisional and partial)"	"2024"	129	909824	14.2
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2018"	"2018"	277	882235	31.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2019"	"2019"	299	884659	33.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2020"	"2020"	352	892717	39.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2021"	"2021"	317	895376	35.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2022"	"2022"	336	909824	36.9
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2023 (provisional)"	"2023"	337	909824	37.0
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2024 (provisional and partial)"	"2024"	301	909824	33.1
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the genitourinary system"	"N00-N99"	"2018"	"2018"	957	882235	108.5
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the genitourinary system"	"N00-N99"	"2019"	"2019"	968	884659	109.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the genitourinary system"	"N00-N99"	"2020"	"2020"	1209	892717	135.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the genitourinary system"	"N00-N99"	"2021"	"2021"	1279	895376	142.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the genitourinary system"	"N00-N99"	"2022"	"2022"	1143	909824	125.6
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the genitourinary system"	"N00-N99"	"2023 (provisional)"	"2023"	1098	909824	120.7
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Diseases of the genitourinary system"	"N00-N99"	"2024 (provisional and partial)"	"2024"	911	909824	100.1
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2018"	"2018"	37	882235	4.2
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2019"	"2019"	40	884659	4.5
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2020"	"2020"	48	892717	5.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2021"	"2021"	39	895376	4.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2022"	"2022"	46	909824	5.1
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2023 (provisional)"	"2023"	44	909824	4.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2024 (provisional and partial)"	"2024"	34	909824	3.7
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2018"	"2018"	59	882235	6.7
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2019"	"2019"	77	884659	8.7
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2020"	"2020"	68	892717	7.6
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2021"	"2021"	78	895376	8.7
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2022"	"2022"	68	909824	7.5
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2023 (provisional)"	"2023"	60	909824	6.6
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2024 (provisional and partial)"	"2024"	58	909824	6.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2018"	"2018"	1516	882235	171.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2019"	"2019"	1664	884659	188.1
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2020"	"2020"	1972	892717	220.9
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2021"	"2021"	1894	895376	211.5
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2022"	"2022"	1918	909824	210.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2023 (provisional)"	"2023"	1873	909824	205.9
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2024 (provisional and partial)"	"2024"	1600	909824	175.9
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2018"	"2018"	875	882235	99.2
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2019"	"2019"	895	884659	101.2
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2020"	"2020"	985	892717	110.3
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2021"	"2021"	1046	895376	116.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2022"	"2022"	1057	909824	116.2
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2023 (provisional)"	"2023"	972	909824	106.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2024 (provisional and partial)"	"2024"	763	909824	83.9
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Codes for special purposes"	"U00-U99"	"2020"	"2020"	1624	892717	181.9
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Codes for special purposes"	"U00-U99"	"2021"	"2021"	904	895376	101.0
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Codes for special purposes"	"U00-U99"	"2022"	"2022"	613	909824	67.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Codes for special purposes"	"U00-U99"	"2023 (provisional)"	"2023"	232	909824	25.5
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Codes for special purposes"	"U00-U99"	"2024 (provisional and partial)"	"2024"	144	909824	15.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"External causes of morbidity and mortality"	"V01-Y89"	"2018"	"2018"	916	882235	103.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"External causes of morbidity and mortality"	"V01-Y89"	"2019"	"2019"	933	884659	105.5
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"External causes of morbidity and mortality"	"V01-Y89"	"2020"	"2020"	1029	892717	115.3
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"External causes of morbidity and mortality"	"V01-Y89"	"2021"	"2021"	1084	895376	121.1
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"External causes of morbidity and mortality"	"V01-Y89"	"2022"	"2022"	1092	909824	120.0
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"External causes of morbidity and mortality"	"V01-Y89"	"2023 (provisional)"	"2023"	1007	909824	110.7
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"External causes of morbidity and mortality"	"V01-Y89"	"2024 (provisional and partial)"	"2024"	391	909824	43.0
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	"2024 (provisional and partial)"	"2024"	436	909824	47.9
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Certain infectious and parasitic diseases"	"A00-B99"	"2018"	"2018"	805	967171	83.2
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Certain infectious and parasitic diseases"	"A00-B99"	"2019"	"2019"	698	973764	71.7
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Certain infectious and parasitic diseases"	"A00-B99"	"2020"	"2020"	934	986809	94.6
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Certain infectious and parasitic diseases"	"A00-B99"	"2021"	"2021"	1047	1003384	104.3
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Certain infectious and parasitic diseases"	"A00-B99"	"2022"	"2022"	1021	1018396	100.3
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Certain infectious and parasitic diseases"	"A00-B99"	"2023 (provisional)"	"2023"	982	1018396	96.4
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Certain infectious and parasitic diseases"	"A00-B99"	"2024 (provisional and partial)"	"2024"	879	1018396	86.3
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Neoplasms"	"C00-D48"	"2018"	"2018"	2328	967171	240.7
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Neoplasms"	"C00-D48"	"2019"	"2019"	2283	973764	234.5
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Neoplasms"	"C00-D48"	"2020"	"2020"	2481	986809	251.4
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Neoplasms"	"C00-D48"	"2021"	"2021"	2539	1003384	253.0
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Neoplasms"	"C00-D48"	"2022"	"2022"	2767	1018396	271.7
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Neoplasms"	"C00-D48"	"2023 (provisional)"	"2023"	2687	1018396	263.8
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Neoplasms"	"C00-D48"	"2024 (provisional and partial)"	"2024"	2316	1018396	227.4
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2018"	"2018"	257	967171	26.6
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2019"	"2019"	237	973764	24.3
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2020"	"2020"	285	986809	28.9
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2021"	"2021"	279	1003384	27.8
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2022"	"2022"	302	1018396	29.7
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2023 (provisional)"	"2023"	320	1018396	31.4
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2024 (provisional and partial)"	"2024"	268	1018396	26.3
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2018"	"2018"	1337	967171	138.2
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2019"	"2019"	1291	973764	132.6
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2020"	"2020"	1973	986809	199.9
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2021"	"2021"	2177	1003384	217.0
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2022"	"2022"	2388	1018396	234.5
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2023 (provisional)"	"2023"	2623	1018396	257.6
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2024 (provisional and partial)"	"2024"	2172	1018396	213.3
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Mental and behavioural disorders"	"F01-F99"	"2018"	"2018"	2452	967171	253.5
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Mental and behavioural disorders"	"F01-F99"	"2019"	"2019"	2385	973764	244.9
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Mental and behavioural disorders"	"F01-F99"	"2020"	"2020"	3047	986809	308.8
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Mental and behavioural disorders"	"F01-F99"	"2021"	"2021"	2918	1003384	290.8
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Mental and behavioural disorders"	"F01-F99"	"2022"	"2022"	3403	1018396	334.2
