"Notes"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	"UCD - Drug/Alcohol Induced"	"UCD - Drug/Alcohol Induced Code"	Deaths	Population	Crude Rate
	"Kansas"	"20"	"Jul., 2021"	"2021/07"	"Drug-induced causes"	"D"	61	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2021"	"2021/07"	"Alcohol-induced causes"	"A"	46	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2021"	"2021/07"	"All other non-drug and non-alcohol causes"	"O"	2332	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2021"	"2021/08"	"Drug-induced causes"	"D"	78	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2021"	"2021/08"	"Alcohol-induced causes"	"A"	36	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2021"	"2021/08"	"All other non-drug and non-alcohol causes"	"O"	2644	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2021"	"2021/09"	"Drug-induced causes"	"D"	62	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2021"	"2021/09"	"Alcohol-induced causes"	"A"	36	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2021"	"2021/09"	"All other non-drug and non-alcohol causes"	"O"	2775	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2021"	"2021/10"	"Drug-induced causes"	"D"	52	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2021"	"2021/10"	"Alcohol-induced causes"	"A"	59	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2021"	"2021/10"	"All other non-drug and non-alcohol causes"	"O"	2677	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2021"	"2021/11"	"Drug-induced causes"	"D"	56	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2021"	"2021/11"	"Alcohol-induced causes"	"A"	33	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2021"	"2021/11"	"All other non-drug and non-alcohol causes"	"O"	2679	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2021"	"2021/12"	"Drug-induced causes"	"D"	55	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2021"	"2021/12"	"Alcohol-induced causes"	"A"	50	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2021"	"2021/12"	"All other non-drug and non-alcohol causes"	"O"	3160	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2022"	"2022/01"	"Drug-induced causes"	"D"	63	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2022"	"2022/01"	"Alcohol-induced causes"	"A"	67	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2022"	"2022/01"	"All other non-drug and non-alcohol causes"	"O"	3682	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2022"	"2022/02"	"Drug-induced causes"	"D"	56	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2022"	"2022/02"	"Alcohol-induced causes"	"A"	25	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2022"	"2022/02"	"All other non-drug and non-alcohol causes"	"O"	2748	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2022"	"2022/03"	"Drug-induced causes"	"D"	74	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2022"	"2022/03"	"Alcohol-induced causes"	"A"	38	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2022"	"2022/03"	"All other non-drug and non-alcohol causes"	"O"	2558	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2022"	"2022/04"	"Drug-induced causes"	"D"	63	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2022"	"2022/04"	"Alcohol-induced causes"	"A"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2022"	"2022/04"	"All other non-drug and non-alcohol causes"	"O"	2186	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2022"	"2022/05"	"Drug-induced causes"	"D"	59	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2022"	"2022/05"	"Alcohol-induced causes"	"A"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2022"	"2022/05"	"All other non-drug and non-alcohol causes"	"O"	2315	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2022"	"2022/06"	"Drug-induced causes"	"D"	60	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2022"	"2022/06"	"Alcohol-induced causes"	"A"	38	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2022"	"2022/06"	"All other non-drug and non-alcohol causes"	"O"	2187	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2022"	"2022/07"	"Drug-induced causes"	"D"	74	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2022"	"2022/07"	"Alcohol-induced causes"	"A"	36	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2022"	"2022/07"	"All other non-drug and non-alcohol causes"	"O"	2302	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2022"	"2022/08"	"Drug-induced causes"	"D"	67	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2022"	"2022/08"	"Alcohol-induced causes"	"A"	36	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2022"	"2022/08"	"All other non-drug and non-alcohol causes"	"O"	2370	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2022"	"2022/09"	"Drug-induced causes"	"D"	63	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2022"	"2022/09"	"Alcohol-induced causes"	"A"	41	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2022"	"2022/09"	"All other non-drug and non-alcohol causes"	"O"	2276	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2022"	"2022/10"	"Drug-induced causes"	"D"	47	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2022"	"2022/10"	"Alcohol-induced causes"	"A"	45	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2022"	"2022/10"	"All other non-drug and non-alcohol causes"	"O"	2430	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2022"	"2022/11"	"Drug-induced causes"	"D"	78	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2022"	"2022/11"	"Alcohol-induced causes"	"A"	39	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2022"	"2022/11"	"All other non-drug and non-alcohol causes"	"O"	2423	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2022"	"2022/12"	"Drug-induced causes"	"D"	80	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2022"	"2022/12"	"Alcohol-induced causes"	"A"	48	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2022"	"2022/12"	"All other non-drug and non-alcohol causes"	"O"	2803	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2023 (provisional)"	"2023/01"	"Drug-induced causes"	"D"	68	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2023 (provisional)"	"2023/01"	"Alcohol-induced causes"	"A"	42	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2023 (provisional)"	"2023/01"	"All other non-drug and non-alcohol causes"	"O"	2667	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2023 (provisional)"	"2023/02"	"Drug-induced causes"	"D"	53	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2023 (provisional)"	"2023/02"	"Alcohol-induced causes"	"A"	48	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2023 (provisional)"	"2023/02"	"All other non-drug and non-alcohol causes"	"O"	2297	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2023 (provisional)"	"2023/03"	"Drug-induced causes"	"D"	67	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2023 (provisional)"	"2023/03"	"Alcohol-induced causes"	"A"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2023 (provisional)"	"2023/03"	"All other non-drug and non-alcohol causes"	"O"	2575	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2023 (provisional)"	"2023/04"	"Drug-induced causes"	"D"	52	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2023 (provisional)"	"2023/04"	"Alcohol-induced causes"	"A"	46	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2023 (provisional)"	"2023/04"	"All other non-drug and non-alcohol causes"	"O"	2389	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2023 (provisional)"	"2023/05"	"Drug-induced causes"	"D"	60	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2023 (provisional)"	"2023/05"	"Alcohol-induced causes"	"A"	40	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2023 (provisional)"	"2023/05"	"All other non-drug and non-alcohol causes"	"O"	2259	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2023 (provisional)"	"2023/06"	"Drug-induced causes"	"D"	68	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2023 (provisional)"	"2023/06"	"Alcohol-induced causes"	"A"	44	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2023 (provisional)"	"2023/06"	"All other non-drug and non-alcohol causes"	"O"	2126	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2023 (provisional)"	"2023/07"	"Drug-induced causes"	"D"	58	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2023 (provisional)"	"2023/07"	"Alcohol-induced causes"	"A"	30	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2023 (provisional)"	"2023/07"	"All other non-drug and non-alcohol causes"	"O"	2156	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2023 (provisional)"	"2023/08"	"Drug-induced causes"	"D"	54	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2023 (provisional)"	"2023/08"	"Alcohol-induced causes"	"A"	38	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2023 (provisional)"	"2023/08"	"All other non-drug and non-alcohol causes"	"O"	2184	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2023 (provisional)"	"2023/09"	"Drug-induced causes"	"D"	55	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2023 (provisional)"	"2023/09"	"Alcohol-induced causes"	"A"	44	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2023 (provisional)"	"2023/09"	"All other non-drug and non-alcohol causes"	"O"	2267	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2023 (provisional)"	"2023/10"	"Drug-induced causes"	"D"	51	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2023 (provisional)"	"2023/10"	"Alcohol-induced causes"	"A"	44	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2023 (provisional)"	"2023/10"	"All other non-drug and non-alcohol causes"	"O"	2310	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2023 (provisional)"	"2023/11"	"Drug-induced causes"	"D"	45	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2023 (provisional)"	"2023/11"	"Alcohol-induced causes"	"A"	39	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2023 (provisional)"	"2023/11"	"All other non-drug and non-alcohol causes"	"O"	2331	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2023 (provisional)"	"2023/12"	"Drug-induced causes"	"D"	50	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2023 (provisional)"	"2023/12"	"Alcohol-induced causes"	"A"	47	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2023 (provisional)"	"2023/12"	"All other non-drug and non-alcohol causes"	"O"	2526	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2024 (provisional)"	"2024/01"	"Drug-induced causes"	"D"	51	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2024 (provisional)"	"2024/01"	"Alcohol-induced causes"	"A"	51	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2024 (provisional)"	"2024/01"	"All other non-drug and non-alcohol causes"	"O"	2689	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2024 (provisional)"	"2024/02"	"Drug-induced causes"	"D"	46	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2024 (provisional)"	"2024/02"	"Alcohol-induced causes"	"A"	41	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2024 (provisional)"	"2024/02"	"All other non-drug and non-alcohol causes"	"O"	2397	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2024 (provisional)"	"2024/03"	"Drug-induced causes"	"D"	62	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2024 (provisional)"	"2024/03"	"Alcohol-induced causes"	"A"	40	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2024 (provisional)"	"2024/03"	"All other non-drug and non-alcohol causes"	"O"	2469	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Drug-induced causes"	"D"	54	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Alcohol-induced causes"	"A"	33	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"All other non-drug and non-alcohol causes"	"O"	2217	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Drug-induced causes"	"D"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Alcohol-induced causes"	"A"	23	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"All other non-drug and non-alcohol causes"	"O"	2104	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	130	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Alcohol-induced causes"	"A"	42	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"All other non-drug and non-alcohol causes"	"O"	2034	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	200	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2024 (provisional)"	"2024/07"	"Alcohol-induced causes"	"A"	32	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2024 (provisional)"	"2024/07"	"All other non-drug and non-alcohol causes"	"O"	2046	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2024 (provisional)"	"2024/07"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	218	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2024 (provisional)"	"2024/08"	"Alcohol-induced causes"	"A"	36	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2024 (provisional)"	"2024/08"	"All other non-drug and non-alcohol causes"	"O"	2105	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2024 (provisional)"	"2024/08"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	178	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2024 (provisional)"	"2024/09"	"Alcohol-induced causes"	"A"	24	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2024 (provisional)"	"2024/09"	"All other non-drug and non-alcohol causes"	"O"	2130	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2024 (provisional)"	"2024/09"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	141	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2024 (provisional)"	"2024/10"	"Alcohol-induced causes"	"A"	21	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2024 (provisional)"	"2024/10"	"All other non-drug and non-alcohol causes"	"O"	2126	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2024 (provisional)"	"2024/10"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	51	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2024 (provisional and partial)"	"2024/11"	"All other non-drug and non-alcohol causes"	"O"	77	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2020"	"2020/01"	"Drug-induced causes"	"D"	127	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2020"	"2020/01"	"Alcohol-induced causes"	"A"	57	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2020"	"2020/01"	"All other non-drug and non-alcohol causes"	"O"	4362	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2020"	"2020/02"	"Drug-induced causes"	"D"	153	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2020"	"2020/02"	"Alcohol-induced causes"	"A"	47	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2020"	"2020/02"	"All other non-drug and non-alcohol causes"	"O"	3905	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2020"	"2020/03"	"Drug-induced causes"	"D"	164	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2020"	"2020/03"	"Alcohol-induced causes"	"A"	48	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2020"	"2020/03"	"All other non-drug and non-alcohol causes"	"O"	4138	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2020"	"2020/04"	"Drug-induced causes"	"D"	182	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2020"	"2020/04"	"Alcohol-induced causes"	"A"	58	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2020"	"2020/04"	"All other non-drug and non-alcohol causes"	"O"	4055	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2020"	"2020/05"	"Drug-induced causes"	"D"	264	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2020"	"2020/05"	"Alcohol-induced causes"	"A"	68	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2020"	"2020/05"	"All other non-drug and non-alcohol causes"	"O"	4095	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2020"	"2020/06"	"Drug-induced causes"	"D"	167	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2020"	"2020/06"	"Alcohol-induced causes"	"A"	65	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2020"	"2020/06"	"All other non-drug and non-alcohol causes"	"O"	3894	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2020"	"2020/07"	"Drug-induced causes"	"D"	200	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2020"	"2020/07"	"Alcohol-induced causes"	"A"	57	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2020"	"2020/07"	"All other non-drug and non-alcohol causes"	"O"	4208	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2020"	"2020/08"	"Drug-induced causes"	"D"	187	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2020"	"2020/08"	"Alcohol-induced causes"	"A"	76	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2020"	"2020/08"	"All other non-drug and non-alcohol causes"	"O"	4305	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2020"	"2020/09"	"Drug-induced causes"	"D"	181	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2020"	"2020/09"	"Alcohol-induced causes"	"A"	74	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2020"	"2020/09"	"All other non-drug and non-alcohol causes"	"O"	4163	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2020"	"2020/10"	"Drug-induced causes"	"D"	181	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2020"	"2020/10"	"Alcohol-induced causes"	"A"	64	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2020"	"2020/10"	"All other non-drug and non-alcohol causes"	"O"	4713	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2020"	"2020/11"	"Drug-induced causes"	"D"	177	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2020"	"2020/11"	"Alcohol-induced causes"	"A"	65	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2020"	"2020/11"	"All other non-drug and non-alcohol causes"	"O"	5105	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2020"	"2020/12"	"Drug-induced causes"	"D"	204	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2020"	"2020/12"	"Alcohol-induced causes"	"A"	59	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2020"	"2020/12"	"All other non-drug and non-alcohol causes"	"O"	6012	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2021"	"2021/01"	"Drug-induced causes"	"D"	215	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2021"	"2021/01"	"Alcohol-induced causes"	"A"	66	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2021"	"2021/01"	"All other non-drug and non-alcohol causes"	"O"	5512	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2021"	"2021/02"	"Drug-induced causes"	"D"	182	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2021"	"2021/02"	"Alcohol-induced causes"	"A"	50	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2021"	"2021/02"	"All other non-drug and non-alcohol causes"	"O"	4375	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2021"	"2021/03"	"Drug-induced causes"	"D"	215	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2021"	"2021/03"	"Alcohol-induced causes"	"A"	58	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2021"	"2021/03"	"All other non-drug and non-alcohol causes"	"O"	4395	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2021"	"2021/04"	"Drug-induced causes"	"D"	242	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2021"	"2021/04"	"Alcohol-induced causes"	"A"	66	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2021"	"2021/04"	"All other non-drug and non-alcohol causes"	"O"	4194	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2021"	"2021/05"	"Drug-induced causes"	"D"	218	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2021"	"2021/05"	"Alcohol-induced causes"	"A"	67	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2021"	"2021/05"	"All other non-drug and non-alcohol causes"	"O"	4128	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2021"	"2021/06"	"Drug-induced causes"	"D"	215	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2021"	"2021/06"	"Alcohol-induced causes"	"A"	63	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2021"	"2021/06"	"All other non-drug and non-alcohol causes"	"O"	4105	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2021"	"2021/07"	"Drug-induced causes"	"D"	207	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2021"	"2021/07"	"Alcohol-induced causes"	"A"	57	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2021"	"2021/07"	"All other non-drug and non-alcohol causes"	"O"	4205	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2021"	"2021/08"	"Drug-induced causes"	"D"	210	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2021"	"2021/08"	"Alcohol-induced causes"	"A"	64	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2021"	"2021/08"	"All other non-drug and non-alcohol causes"	"O"	4992	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2021"	"2021/09"	"Drug-induced causes"	"D"	235	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2021"	"2021/09"	"Alcohol-induced causes"	"A"	49	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2021"	"2021/09"	"All other non-drug and non-alcohol causes"	"O"	5836	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2021"	"2021/10"	"Drug-induced causes"	"D"	209	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2021"	"2021/10"	"Alcohol-induced causes"	"A"	49	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2021"	"2021/10"	"All other non-drug and non-alcohol causes"	"O"	5183	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2021"	"2021/11"	"Drug-induced causes"	"D"	187	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2021"	"2021/11"	"Alcohol-induced causes"	"A"	53	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2021"	"2021/11"	"All other non-drug and non-alcohol causes"	"O"	4763	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2021"	"2021/12"	"Drug-induced causes"	"D"	196	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2021"	"2021/12"	"Alcohol-induced causes"	"A"	47	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2021"	"2021/12"	"All other non-drug and non-alcohol causes"	"O"	5395	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2022"	"2022/01"	"Drug-induced causes"	"D"	198	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2022"	"2022/01"	"Alcohol-induced causes"	"A"	70	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2022"	"2022/01"	"All other non-drug and non-alcohol causes"	"O"	5958	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2022"	"2022/02"	"Drug-induced causes"	"D"	184	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2022"	"2022/02"	"Alcohol-induced causes"	"A"	46	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2022"	"2022/02"	"All other non-drug and non-alcohol causes"	"O"	4986	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2022"	"2022/03"	"Drug-induced causes"	"D"	203	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2022"	"2022/03"	"Alcohol-induced causes"	"A"	52	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2022"	"2022/03"	"All other non-drug and non-alcohol causes"	"O"	4597	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2022"	"2022/04"	"Drug-induced causes"	"D"	190	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2022"	"2022/04"	"Alcohol-induced causes"	"A"	44	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2022"	"2022/04"	"All other non-drug and non-alcohol causes"	"O"	4165	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2022"	"2022/05"	"Drug-induced causes"	"D"	194	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2022"	"2022/05"	"Alcohol-induced causes"	"A"	51	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2022"	"2022/05"	"All other non-drug and non-alcohol causes"	"O"	4059	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2022"	"2022/06"	"Drug-induced causes"	"D"	209	Not Applicable	Not Applicable
