"Notes"	"Residence Census Region"	"Residence Census Region Code"	"Month"	"Month Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Census Region 3: South"	"CENS-R3"	"Mar., 2018"	"2018/03"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	5348	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2018"	"2018/03"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	2001	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2018"	"2018/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	5953	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2018"	"2018/03"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	1635	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2018"	"2018/03"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	1900	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2018"	"2018/03"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1109	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2018"	"2018/04"	"#Septicemia (A40-A41)"	"GR113-010"	1462	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2018"	"2018/04"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	19086	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2018"	"2018/04"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2754	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2018"	"2018/04"	"#Alzheimer disease (G30)"	"GR113-052"	3667	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2018"	"2018/04"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	20511	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2018"	"2018/04"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	5045	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2018"	"2018/04"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	1514	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2018"	"2018/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	5562	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2018"	"2018/04"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	1499	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2018"	"2018/04"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	1796	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2018"	"2018/04"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1093	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2018"	"2018/05"	"#Septicemia (A40-A41)"	"GR113-010"	1420	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2018"	"2018/05"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	19392	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2018"	"2018/05"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2726	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2018"	"2018/05"	"#Alzheimer disease (G30)"	"GR113-052"	3697	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2018"	"2018/05"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	20882	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2018"	"2018/05"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	4921	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2018"	"2018/05"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	1291	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2018"	"2018/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	5447	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2018"	"2018/05"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	1505	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2018"	"2018/05"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	1783	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2018"	"2018/05"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1074	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2018"	"2018/06"	"#Septicemia (A40-A41)"	"GR113-010"	1418	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2018"	"2018/06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	18771	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2018"	"2018/06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2624	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2018"	"2018/06"	"#Alzheimer disease (G30)"	"GR113-052"	3463	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2018"	"2018/06"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	19784	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2018"	"2018/06"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	4813	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2018"	"2018/06"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	1182	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2018"	"2018/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	5111	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2018"	"2018/06"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	1314	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2018"	"2018/06"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	1712	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jun., 2018"	"2018/06"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1049	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2018"	"2018/07"	"#Septicemia (A40-A41)"	"GR113-010"	1443	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2018"	"2018/07"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	19451	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2018"	"2018/07"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2673	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2018"	"2018/07"	"#Alzheimer disease (G30)"	"GR113-052"	3647	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2018"	"2018/07"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	20098	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2018"	"2018/07"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	4816	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2018"	"2018/07"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	1151	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2018"	"2018/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	4954	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2018"	"2018/07"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	1368	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2018"	"2018/07"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	1676	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jul., 2018"	"2018/07"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1076	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2018"	"2018/08"	"#Septicemia (A40-A41)"	"GR113-010"	1488	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2018"	"2018/08"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	19706	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2018"	"2018/08"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2674	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2018"	"2018/08"	"#Alzheimer disease (G30)"	"GR113-052"	3681	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2018"	"2018/08"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	20046	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2018"	"2018/08"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	4964	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2018"	"2018/08"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	1082	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2018"	"2018/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	4728	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2018"	"2018/08"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	1348	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2018"	"2018/08"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	1765	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Aug., 2018"	"2018/08"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1094	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2018"	"2018/09"	"#Septicemia (A40-A41)"	"GR113-010"	1446	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2018"	"2018/09"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	19011	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2018"	"2018/09"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2598	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2018"	"2018/09"	"#Alzheimer disease (G30)"	"GR113-052"	3644	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2018"	"2018/09"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	19361	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2018"	"2018/09"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	4685	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2018"	"2018/09"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	1106	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2018"	"2018/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	4545	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2018"	"2018/09"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	1391	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2018"	"2018/09"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	1637	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Sep., 2018"	"2018/09"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1043	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2018"	"2018/10"	"#Septicemia (A40-A41)"	"GR113-010"	1568	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2018"	"2018/10"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	20123	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2018"	"2018/10"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2783	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2018"	"2018/10"	"#Alzheimer disease (G30)"	"GR113-052"	3952	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2018"	"2018/10"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	20560	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2018"	"2018/10"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	5121	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2018"	"2018/10"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	1199	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2018"	"2018/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	5025	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2018"	"2018/10"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	1388	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2018"	"2018/10"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	1724	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Oct., 2018"	"2018/10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1138	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2018"	"2018/11"	"#Septicemia (A40-A41)"	"GR113-010"	1453	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2018"	"2018/11"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	19396	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2018"	"2018/11"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2916	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2018"	"2018/11"	"#Alzheimer disease (G30)"	"GR113-052"	4134	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2018"	"2018/11"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	21315	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2018"	"2018/11"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	5104	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2018"	"2018/11"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	1320	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2018"	"2018/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	5137	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2018"	"2018/11"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	1390	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2018"	"2018/11"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	1848	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Nov., 2018"	"2018/11"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1175	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Dec., 2018"	"2018/12"	"#Septicemia (A40-A41)"	"GR113-010"	1696	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Dec., 2018"	"2018/12"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	20019	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Dec., 2018"	"2018/12"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	3095	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Dec., 2018"	"2018/12"	"#Alzheimer disease (G30)"	"GR113-052"	4338	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Dec., 2018"	"2018/12"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	23168	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Dec., 2018"	"2018/12"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	5576	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Dec., 2018"	"2018/12"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	1700	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Dec., 2018"	"2018/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	5826	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Dec., 2018"	"2018/12"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	1580	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Dec., 2018"	"2018/12"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	1967	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Dec., 2018"	"2018/12"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1308	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jan., 2019"	"2019/01"	"#Septicemia (A40-A41)"	"GR113-010"	1543	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jan., 2019"	"2019/01"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	20197	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jan., 2019"	"2019/01"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	3258	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jan., 2019"	"2019/01"	"#Alzheimer disease (G30)"	"GR113-052"	4217	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jan., 2019"	"2019/01"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	23275	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jan., 2019"	"2019/01"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	5507	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jan., 2019"	"2019/01"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	2004	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jan., 2019"	"2019/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	6287	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jan., 2019"	"2019/01"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	1670	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jan., 2019"	"2019/01"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	2000	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Jan., 2019"	"2019/01"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1087	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Feb., 2019"	"2019/02"	"#Septicemia (A40-A41)"	"GR113-010"	1445	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Feb., 2019"	"2019/02"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	18387	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Feb., 2019"	"2019/02"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	3046	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Feb., 2019"	"2019/02"	"#Alzheimer disease (G30)"	"GR113-052"	3946	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Feb., 2019"	"2019/02"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	21152	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Feb., 2019"	"2019/02"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	4914	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Feb., 2019"	"2019/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	2001	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Feb., 2019"	"2019/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	5806	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Feb., 2019"	"2019/02"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	1451	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Feb., 2019"	"2019/02"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	1797	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Feb., 2019"	"2019/02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	964	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2019"	"2019/03"	"#Septicemia (A40-A41)"	"GR113-010"	1595	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2019"	"2019/03"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	20205	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2019"	"2019/03"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	3148	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2019"	"2019/03"	"#Alzheimer disease (G30)"	"GR113-052"	4146	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2019"	"2019/03"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	23110	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2019"	"2019/03"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	5509	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2019"	"2019/03"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	2144	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2019"	"2019/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	6227	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2019"	"2019/03"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	1575	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2019"	"2019/03"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	1959	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Mar., 2019"	"2019/03"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1062	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2019"	"2019/04"	"#Septicemia (A40-A41)"	"GR113-010"	1428	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2019"	"2019/04"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	18953	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2019"	"2019/04"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	3006	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2019"	"2019/04"	"#Alzheimer disease (G30)"	"GR113-052"	3873	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2019"	"2019/04"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	21535	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2019"	"2019/04"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	5097	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2019"	"2019/04"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	1593	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2019"	"2019/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	5775	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2019"	"2019/04"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	1497	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2019"	"2019/04"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	1743	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Apr., 2019"	"2019/04"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	999	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2019"	"2019/05"	"#Septicemia (A40-A41)"	"GR113-010"	1442	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2019"	"2019/05"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	19827	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2019"	"2019/05"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2882	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2019"	"2019/05"	"#Alzheimer disease (G30)"	"GR113-052"	3809	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2019"	"2019/05"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	21551	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"May, 2019"	"2019/05"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	5051	Not Applicable	Not Applicable
