"Notes"	"Residence Census Region"	"Residence Census Region Code"	"MMWR Week"	"MMWR Week Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Census Region 3: South"	"CENS-R3"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1433	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	362	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1195	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	427	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	543	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	286	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"#COVID-19 (U07.1)"	"GR113-137"	7973	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"#Septicemia (A40-A41)"	"GR113-010"	389	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4542	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	836	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"#Alzheimer disease (G30)"	"GR113-052"	997	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	5905	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1439	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	330	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1182	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	397	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	516	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	279	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"#COVID-19 (U07.1)"	"GR113-137"	6612	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"#Septicemia (A40-A41)"	"GR113-010"	396	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4527	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	866	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"#Alzheimer disease (G30)"	"GR113-052"	1005	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	5659	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1471	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	353	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1166	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	391	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	456	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	259	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"#COVID-19 (U07.1)"	"GR113-137"	5247	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"#Septicemia (A40-A41)"	"GR113-010"	385	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4499	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1003	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"#Alzheimer disease (G30)"	"GR113-052"	1014	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	5961	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1408	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	356	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1175	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	363	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	478	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	276	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"#COVID-19 (U07.1)"	"GR113-137"	4275	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"#Septicemia (A40-A41)"	"GR113-010"	405	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4523	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	860	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"#Alzheimer disease (G30)"	"GR113-052"	1054	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	5526	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1366	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	323	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1101	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	368	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	465	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	239	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"#COVID-19 (U07.1)"	"GR113-137"	3444	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"#Septicemia (A40-A41)"	"GR113-010"	357	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4516	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	845	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"#Alzheimer disease (G30)"	"GR113-052"	932	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	5295	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1330	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	327	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1093	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	323	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	480	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	240	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"#COVID-19 (U07.1)"	"GR113-137"	2616	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 10 ending March 13, 2021"	"2021/10"	"#Septicemia (A40-A41)"	"GR113-010"	382	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 10 ending March 13, 2021"	"2021/10"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4447	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 10 ending March 13, 2021"	"2021/10"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	774	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 10 ending March 13, 2021"	"2021/10"	"#Alzheimer disease (G30)"	"GR113-052"	923	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 10 ending March 13, 2021"	"2021/10"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	5320	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 10 ending March 13, 2021"	"2021/10"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1344	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 10 ending March 13, 2021"	"2021/10"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	289	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 10 ending March 13, 2021"	"2021/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1117	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 10 ending March 13, 2021"	"2021/10"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	331	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 10 ending March 13, 2021"	"2021/10"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	430	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 10 ending March 13, 2021"	"2021/10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	260	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 10 ending March 13, 2021"	"2021/10"	"#COVID-19 (U07.1)"	"GR113-137"	2206	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 11 ending March 20, 2021"	"2021/11"	"#Septicemia (A40-A41)"	"GR113-010"	357	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 11 ending March 20, 2021"	"2021/11"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4344	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 11 ending March 20, 2021"	"2021/11"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	794	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 11 ending March 20, 2021"	"2021/11"	"#Alzheimer disease (G30)"	"GR113-052"	830	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 11 ending March 20, 2021"	"2021/11"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	5068	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 11 ending March 20, 2021"	"2021/11"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1304	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 11 ending March 20, 2021"	"2021/11"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	283	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 11 ending March 20, 2021"	"2021/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1060	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 11 ending March 20, 2021"	"2021/11"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	343	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 11 ending March 20, 2021"	"2021/11"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	411	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 11 ending March 20, 2021"	"2021/11"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	250	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 11 ending March 20, 2021"	"2021/11"	"#COVID-19 (U07.1)"	"GR113-137"	1810	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 12 ending March 27, 2021"	"2021/12"	"#Septicemia (A40-A41)"	"GR113-010"	368	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 12 ending March 27, 2021"	"2021/12"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4528	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 12 ending March 27, 2021"	"2021/12"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	784	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 12 ending March 27, 2021"	"2021/12"	"#Alzheimer disease (G30)"	"GR113-052"	892	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 12 ending March 27, 2021"	"2021/12"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	5323	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 12 ending March 27, 2021"	"2021/12"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1326	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 12 ending March 27, 2021"	"2021/12"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	300	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 12 ending March 27, 2021"	"2021/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1141	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 12 ending March 27, 2021"	"2021/12"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	318	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 12 ending March 27, 2021"	"2021/12"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	419	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 12 ending March 27, 2021"	"2021/12"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	260	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 12 ending March 27, 2021"	"2021/12"	"#COVID-19 (U07.1)"	"GR113-137"	1590	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 13 ending April 03, 2021"	"2021/13"	"#Septicemia (A40-A41)"	"GR113-010"	318	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 13 ending April 03, 2021"	"2021/13"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4323	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 13 ending April 03, 2021"	"2021/13"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	806	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 13 ending April 03, 2021"	"2021/13"	"#Alzheimer disease (G30)"	"GR113-052"	803	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 13 ending April 03, 2021"	"2021/13"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4911	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 13 ending April 03, 2021"	"2021/13"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1196	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 13 ending April 03, 2021"	"2021/13"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	287	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 13 ending April 03, 2021"	"2021/13"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1081	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 13 ending April 03, 2021"	"2021/13"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	336	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 13 ending April 03, 2021"	"2021/13"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	391	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 13 ending April 03, 2021"	"2021/13"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	242	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 13 ending April 03, 2021"	"2021/13"	"#COVID-19 (U07.1)"	"GR113-137"	1451	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 14 ending April 10, 2021"	"2021/14"	"#Septicemia (A40-A41)"	"GR113-010"	334	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 14 ending April 10, 2021"	"2021/14"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4660	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 14 ending April 10, 2021"	"2021/14"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	787	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 14 ending April 10, 2021"	"2021/14"	"#Alzheimer disease (G30)"	"GR113-052"	898	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 14 ending April 10, 2021"	"2021/14"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	5275	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 14 ending April 10, 2021"	"2021/14"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1347	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 14 ending April 10, 2021"	"2021/14"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	300	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 14 ending April 10, 2021"	"2021/14"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1113	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 14 ending April 10, 2021"	"2021/14"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	336	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 14 ending April 10, 2021"	"2021/14"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	450	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 14 ending April 10, 2021"	"2021/14"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	247	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 14 ending April 10, 2021"	"2021/14"	"#COVID-19 (U07.1)"	"GR113-137"	1409	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 15 ending April 17, 2021"	"2021/15"	"#Septicemia (A40-A41)"	"GR113-010"	333	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 15 ending April 17, 2021"	"2021/15"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4511	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 15 ending April 17, 2021"	"2021/15"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	816	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 15 ending April 17, 2021"	"2021/15"	"#Alzheimer disease (G30)"	"GR113-052"	772	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 15 ending April 17, 2021"	"2021/15"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	5161	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 15 ending April 17, 2021"	"2021/15"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1286	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 15 ending April 17, 2021"	"2021/15"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	262	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 15 ending April 17, 2021"	"2021/15"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1050	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 15 ending April 17, 2021"	"2021/15"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	333	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 15 ending April 17, 2021"	"2021/15"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	387	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 15 ending April 17, 2021"	"2021/15"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	269	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 15 ending April 17, 2021"	"2021/15"	"#COVID-19 (U07.1)"	"GR113-137"	1355	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 16 ending April 24, 2021"	"2021/16"	"#Septicemia (A40-A41)"	"GR113-010"	364	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 16 ending April 24, 2021"	"2021/16"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4562	Not Applicable	Not Applicable
