"Notes"	"Residence State"	"Residence State Code"	"Gender"	"Gender Code"	"Month"	"Month Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Kansas"	"20"	"Female"	"F"	"May, 2021"	"2021/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	72	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"May, 2021"	"2021/05"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"May, 2021"	"2021/05"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"May, 2021"	"2021/05"	"#COVID-19 (U07.1)"	"GR113-137"	25	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jun., 2021"	"2021/06"	"#Septicemia (A40-A41)"	"GR113-010"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jun., 2021"	"2021/06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	203	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jun., 2021"	"2021/06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	33	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jun., 2021"	"2021/06"	"#Alzheimer disease (G30)"	"GR113-052"	51	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jun., 2021"	"2021/06"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	224	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jun., 2021"	"2021/06"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	60	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jun., 2021"	"2021/06"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jun., 2021"	"2021/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	75	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jun., 2021"	"2021/06"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	12	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jun., 2021"	"2021/06"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	30	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jun., 2021"	"2021/06"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jun., 2021"	"2021/06"	"#COVID-19 (U07.1)"	"GR113-137"	22	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jul., 2021"	"2021/07"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	218	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jul., 2021"	"2021/07"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jul., 2021"	"2021/07"	"#Alzheimer disease (G30)"	"GR113-052"	39	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jul., 2021"	"2021/07"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	225	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jul., 2021"	"2021/07"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	58	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jul., 2021"	"2021/07"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jul., 2021"	"2021/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	65	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jul., 2021"	"2021/07"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jul., 2021"	"2021/07"	"#COVID-19 (U07.1)"	"GR113-137"	51	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Aug., 2021"	"2021/08"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	213	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Aug., 2021"	"2021/08"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	34	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Aug., 2021"	"2021/08"	"#Alzheimer disease (G30)"	"GR113-052"	46	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Aug., 2021"	"2021/08"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	235	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Aug., 2021"	"2021/08"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	63	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Aug., 2021"	"2021/08"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	17	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Aug., 2021"	"2021/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	48	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Aug., 2021"	"2021/08"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	24	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Aug., 2021"	"2021/08"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Aug., 2021"	"2021/08"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	10	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Aug., 2021"	"2021/08"	"#COVID-19 (U07.1)"	"GR113-137"	166	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Sep., 2021"	"2021/09"	"#Septicemia (A40-A41)"	"GR113-010"	16	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Sep., 2021"	"2021/09"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	233	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Sep., 2021"	"2021/09"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	28	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Sep., 2021"	"2021/09"	"#Alzheimer disease (G30)"	"GR113-052"	48	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Sep., 2021"	"2021/09"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	224	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Sep., 2021"	"2021/09"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	58	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Sep., 2021"	"2021/09"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Sep., 2021"	"2021/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	68	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Sep., 2021"	"2021/09"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	17	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Sep., 2021"	"2021/09"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	24	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Sep., 2021"	"2021/09"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	12	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Sep., 2021"	"2021/09"	"#COVID-19 (U07.1)"	"GR113-137"	213	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Oct., 2021"	"2021/10"	"#Septicemia (A40-A41)"	"GR113-010"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Oct., 2021"	"2021/10"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	224	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Oct., 2021"	"2021/10"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	38	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Oct., 2021"	"2021/10"	"#Alzheimer disease (G30)"	"GR113-052"	43	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Oct., 2021"	"2021/10"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	265	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Oct., 2021"	"2021/10"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	71	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Oct., 2021"	"2021/10"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	12	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Oct., 2021"	"2021/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	74	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Oct., 2021"	"2021/10"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Oct., 2021"	"2021/10"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Oct., 2021"	"2021/10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Oct., 2021"	"2021/10"	"#COVID-19 (U07.1)"	"GR113-137"	147	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Nov., 2021"	"2021/11"	"#Septicemia (A40-A41)"	"GR113-010"	17	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Nov., 2021"	"2021/11"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	226	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Nov., 2021"	"2021/11"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Nov., 2021"	"2021/11"	"#Alzheimer disease (G30)"	"GR113-052"	46	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Nov., 2021"	"2021/11"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	233	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Nov., 2021"	"2021/11"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	61	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Nov., 2021"	"2021/11"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Nov., 2021"	"2021/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	68	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Nov., 2021"	"2021/11"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Nov., 2021"	"2021/11"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	18	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Nov., 2021"	"2021/11"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Nov., 2021"	"2021/11"	"#COVID-19 (U07.1)"	"GR113-137"	135	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Dec., 2021"	"2021/12"	"#Septicemia (A40-A41)"	"GR113-010"	18	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Dec., 2021"	"2021/12"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	216	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Dec., 2021"	"2021/12"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	33	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Dec., 2021"	"2021/12"	"#Alzheimer disease (G30)"	"GR113-052"	54	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Dec., 2021"	"2021/12"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	265	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Dec., 2021"	"2021/12"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	76	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Dec., 2021"	"2021/12"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	31	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Dec., 2021"	"2021/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	80	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Dec., 2021"	"2021/12"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	17	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Dec., 2021"	"2021/12"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	27	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Dec., 2021"	"2021/12"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	17	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Dec., 2021"	"2021/12"	"#COVID-19 (U07.1)"	"GR113-137"	251	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jan., 2022"	"2022/01"	"#Septicemia (A40-A41)"	"GR113-010"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jan., 2022"	"2022/01"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	238	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jan., 2022"	"2022/01"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	45	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jan., 2022"	"2022/01"	"#Alzheimer disease (G30)"	"GR113-052"	76	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jan., 2022"	"2022/01"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	262	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jan., 2022"	"2022/01"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	78	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jan., 2022"	"2022/01"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	27	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jan., 2022"	"2022/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	101	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jan., 2022"	"2022/01"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	26	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jan., 2022"	"2022/01"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	28	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jan., 2022"	"2022/01"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jan., 2022"	"2022/01"	"#COVID-19 (U07.1)"	"GR113-137"	338	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Feb., 2022"	"2022/02"	"#Septicemia (A40-A41)"	"GR113-010"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Feb., 2022"	"2022/02"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	192	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Feb., 2022"	"2022/02"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	33	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Feb., 2022"	"2022/02"	"#Alzheimer disease (G30)"	"GR113-052"	43	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Feb., 2022"	"2022/02"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	226	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Feb., 2022"	"2022/02"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	72	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Feb., 2022"	"2022/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	12	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Feb., 2022"	"2022/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	73	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Feb., 2022"	"2022/02"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	21	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Feb., 2022"	"2022/02"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	23	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Feb., 2022"	"2022/02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Feb., 2022"	"2022/02"	"#COVID-19 (U07.1)"	"GR113-137"	191	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Mar., 2022"	"2022/03"	"#Septicemia (A40-A41)"	"GR113-010"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Mar., 2022"	"2022/03"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	229	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Mar., 2022"	"2022/03"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	39	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Mar., 2022"	"2022/03"	"#Alzheimer disease (G30)"	"GR113-052"	45	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Mar., 2022"	"2022/03"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	272	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Mar., 2022"	"2022/03"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	66	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Mar., 2022"	"2022/03"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	24	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Mar., 2022"	"2022/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	80	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Mar., 2022"	"2022/03"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Mar., 2022"	"2022/03"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	31	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Mar., 2022"	"2022/03"	"#COVID-19 (U07.1)"	"GR113-137"	55	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Apr., 2022"	"2022/04"	"#Septicemia (A40-A41)"	"GR113-010"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Apr., 2022"	"2022/04"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	201	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Apr., 2022"	"2022/04"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	41	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Apr., 2022"	"2022/04"	"#Alzheimer disease (G30)"	"GR113-052"	51	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Apr., 2022"	"2022/04"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	222	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Apr., 2022"	"2022/04"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	55	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Apr., 2022"	"2022/04"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Apr., 2022"	"2022/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	74	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Apr., 2022"	"2022/04"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Apr., 2022"	"2022/04"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	32	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Apr., 2022"	"2022/04"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Apr., 2022"	"2022/04"	"#COVID-19 (U07.1)"	"GR113-137"	17	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"May, 2022"	"2022/05"	"#Septicemia (A40-A41)"	"GR113-010"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"May, 2022"	"2022/05"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	220	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"May, 2022"	"2022/05"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	25	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"May, 2022"	"2022/05"	"#Alzheimer disease (G30)"	"GR113-052"	53	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"May, 2022"	"2022/05"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	240	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"May, 2022"	"2022/05"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	58	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"May, 2022"	"2022/05"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	18	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"May, 2022"	"2022/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	72	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"May, 2022"	"2022/05"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"May, 2022"	"2022/05"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"May, 2022"	"2022/05"	"#COVID-19 (U07.1)"	"GR113-137"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jun., 2022"	"2022/06"	"#Septicemia (A40-A41)"	"GR113-010"	10	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jun., 2022"	"2022/06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	187	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jun., 2022"	"2022/06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	34	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jun., 2022"	"2022/06"	"#Alzheimer disease (G30)"	"GR113-052"	39	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jun., 2022"	"2022/06"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	223	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jun., 2022"	"2022/06"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	68	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jun., 2022"	"2022/06"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jun., 2022"	"2022/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	74	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jun., 2022"	"2022/06"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	26	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jun., 2022"	"2022/06"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jun., 2022"	"2022/06"	"#COVID-19 (U07.1)"	"GR113-137"	26	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jul., 2022"	"2022/07"	"#Septicemia (A40-A41)"	"GR113-010"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jul., 2022"	"2022/07"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	217	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jul., 2022"	"2022/07"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	35	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jul., 2022"	"2022/07"	"#Alzheimer disease (G30)"	"GR113-052"	48	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jul., 2022"	"2022/07"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	237	Not Applicable	Not Applicable
	"Kansas"	"20"	"Female"	"F"	"Jul., 2022"	"2022/07"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	66	Not Applicable	Not Applicable
